Simulation,mean_queue_hub_time,mean_N_queue_hub,mean_service_hub_time,mean_response_hub_time,mean_N_centre_hub,hub_rho,mean_queue_red_time,mean_N_queue_red,mean_service_red_time,mean_response_red_time,mean_N_centre_red,red_rho,mean_queue_yellow_time,mean_N_queue_yellow,mean_service_yellow_time,mean_response_yellow_time,mean_N_centre_yellow,yellow_rho,mean_queue_green_squadra_time,mean_N_queue_green_squadra,mean_service_green_squadra_time,mean_response_green_squadra_time,mean_N_centre_green_squadra,green_squadra_rho,mean_queue_green_modulo_time,mean_N_queue_green_modulo,mean_service_green_modulo_time,mean_response_green_modulo_time,mean_N_centre_green_modulo,green_modulo_rho,job_completed_percentage
1003,0.0,0.0,1.3814466624850794,1.3814466624850794,0.01301958660080184,0.00650979330040092,30.26758327974893,0.14413134895118537,68.18760312497285,98.45518640472177,0.4688342209748656,0.32470287202368026,35.49830638328305,0.09508474924093675,75.84193547623978,138.82504813238566,0.29823279069515046,0.2031480414542137,1.572247711721642,0.0020277004218632287,83.04704357517276,86.790103671361,0.1091320224930186,0.10710432207115536,0.0,0.0,144.97182162294064,144.97182162294064,0.10067487612704211,0.10067487612704211,0.8526315789473684
1004,0.0,0.0,1.6616185455258394,1.6616185455258394,0.015495252309467153,0.007747626154733576,25.321094860719892,0.12057664219390424,72.07444265374465,97.39553751446455,0.46378827387840255,0.34321163168449836,135.52546044975549,0.36301462620470215,116.80237889011849,305.5009234028872,0.6758781410889482,0.31286351488424596,0.0,0.0,227.01523100415315,115.64717424331998,0.18017081825726441,0.18017081825726441,0.0,0.0,241.9990333380436,241.9990333380436,0.26408624669826186,0.26408624669826186,0.8404255319148937
1005,0.0,0.0,1.532587182098444,1.532587182098444,0.012315432713291068,0.006157716356645534,12.345923855424244,0.04286779116466752,62.69422598652059,75.04014984194485,0.2605560758400862,0.21768828467541873,58.369501191477376,0.15634687819145726,55.98990858307957,115.18083901264147,0.30631984761042036,0.14997296941896313,4.962857885083667,0.00492347012409094,164.8415123860517,151.42543110195038,0.16845671653882477,0.16353324641473382,0.0,0.0,166.32096315200766,166.32096315200766,0.13200076440635528,0.13200076440635528,0.8271604938271605
1006,0.0,0.0,1.4888661924715811,1.4888661924715811,0.013145743167655826,0.006572871583827913,12.52220878674526,0.04844902209157392,62.72446256057445,75.2466713473197,0.2911329546176061,0.24268393252603213,44.561683659445556,0.15472806826196372,61.66309652694588,118.55106682525403,0.36883604231385914,0.2141079740518954,0.0,0.0,83.89365214501169,89.71635340447386,0.07490504655804615,0.07490504655804615,0.0,0.0,36.261036429291245,36.261036429291245,0.017986625212942087,0.017986625212942087,0.8539325842696629
1007,0.0,0.0,1.4184281498955573,1.4184281498955573,0.013368122444452178,0.006684061222226089,7.385887129746629,0.030041802809485294,50.18490218076423,57.57078931051086,0.23416690096537157,0.20412509815588628,47.64696416948502,0.14180644098061015,94.90579123927452,143.82987398041817,0.42426415300226056,0.2824577120216504,10.4905407727897,0.010407282512688194,124.01139433379774,180.944460448527,0.13343445943113832,0.12302717691845014,7.152577677743763,0.009224554544709218,143.86311288126288,151.01569055900666,0.19476229933205222,0.185537744787343,0.8526315789473684
1008,0.0,0.0,1.4170120687109582,1.4170120687109582,0.0113867041235702,0.0056933520617851,3.927768068371107,0.01987263606021096,40.842018298137376,44.76978636650848,0.22651380006864413,0.20664116400843316,24.794948689458828,0.056575775779519145,55.00070930422493,80.12333288595808,0.18207342597765142,0.12549765019813228,0.0,0.0,147.82202057926483,232.648776581772,0.07332441496987344,0.07332441496987344,0.0,0.0,67.8528778488809,67.8528778488809,0.006731436294531835,0.006731436294531835,0.8765432098765432
1009,0.0,0.0,1.4528424349178979,1.4528424349178979,0.01109810193340061,0.005549050966700305,18.171573813045363,0.06670121340105938,54.92238049713057,73.09395431017593,0.26830122117822514,0.20160000777716577,84.2140430928516,0.22557332971299535,102.3879072261145,208.08627048393512,0.4998266526400878,0.2742533229270924,0.0,0.0,163.0277654270745,373.85770128391846,0.09704033656373484,0.09704033656373484,0.0,0.0,185.54270066479708,185.54270066479708,0.11044208372904589,0.11044208372904589,0.8571428571428571
1010,0.0,0.0,1.468424831197245,1.468424831197245,0.011071457060614149,0.0055357285303070745,13.614463521862897,0.0607788550083165,61.145659149158476,74.76012267102136,0.33375054763848827,0.27297169263017174,29.46957584477098,0.061394949676606206,107.32181869153631,165.68493822114917,0.2849820719506402,0.223587122274034,0.0,0.0,150.02101419904278,191.94817695619508,0.07441518561460456,0.07441518561460456,0.0,0.0,96.68688247492314,96.68688247492314,0.04795976313240235,0.04795976313240235,0.8947368421052632
1011,0.0,0.0,1.3339266953400266,1.3339266953400266,0.010454385806732351,0.0052271929033661756,8.17963111282329,0.034081796303430376,51.237451209484206,59.41708232230749,0.2475711763429479,0.2134893800395175,13.3594749767646,0.035784307973476606,63.935185122050314,98.03715514274488,0.2070392681218257,0.17125496014834904,0.0,0.0,122.95146248675496,144.2431943274463,0.0853829600602465,0.0853829600602465,0.0,0.0,135.75942082593465,135.75942082593465,0.04040458953152817,0.04040458953152817,0.8354430379746836
1012,0.0,0.0,1.6995419673155756,1.6995419673155756,0.01500587649713157,0.007502938248565785,10.18987787050718,0.05155592970197085,52.287359568215074,62.477237438722256,0.3161050703744876,0.2645491406725168,53.546573447820855,0.09030672109255501,86.40290919471694,155.6897835685358,0.2360259131868197,0.1457191920942647,0.0,0.0,103.4135224425202,99.05710355766813,0.15388917030136937,0.15388917030136937,0.0,0.0,202.5918410563381,202.5918410563381,0.12059038158115362,0.12059038158115362,0.8089887640449438
1013,0.0,0.0,1.5842638619855973,1.5842638619855973,0.016188410494495688,0.008094205247247844,33.89771274336877,0.17823202136890326,66.3535253949507,100.25123813831945,0.5271146449733066,0.3488826236044034,110.86696679203914,0.2969650896215334,79.80240208101158,238.86750486570313,0.5107215237671001,0.21375643414556672,12.085589204334545,0.016785540561575756,118.05833413553611,129.96951839200977,0.1807554490831537,0.16396990852157792,0.0,0.0,164.55923336354897,164.55923336354897,0.14692788693174014,0.14692788693174014,0.8155339805825242
