time,hub,red,yellow,green
76.6989981294286,0,0,0,0,0
84.21814594796025,0,0,0,0,0
121.71993308961248,0,0,0,0,0
124.87585168682152,0,0,0,0,0
181.0387763604133,0,0,0,0,0
343.6881521940567,0,0,0,0,0
343.99204003240135,0,0,0,0,0
355.93031465268325,0,0,0,0,0
356.57471927121014,0,0,0,0,0
443.84484883223786,0,0,0,0,0
476.5930985382106,0,0,0,0,0
479.07953160284546,0,0,0,0,0
513.3702683101658,0,0,0,0,0
580.6046675546131,0,0,0,0,0
585.097066831286,0,0,0,0,0
606.4368083438251,0,0,0,0,0
618.0452356094836,0,0,0,0,0
712.6839630367197,0,0,0,0,0
713.7842374101522,0,0,0,0,0
792.1346354959453,0,0,0,0,0
870.3133061651299,0,0,0,0,0
871.1389258911295,0,0,0,0,0
923.6602723965751,0,0,0,0,0
924.8902085369407,0,0,0,0,0
940.6346170268506,0,0,0,0,0
940.6625947343523,0,0,1,0,0
1032.3604650311884,0,0,0,0,0
1058.0502171827084,0,0,0,0,0
1105.7038154540883,0,0,0,0,0
1297.1423775687217,0,0,0,0,0
1304.18121903527,0,0,0,0,0
1305.7337068960094,0,0,0,0,0
1307.3161255791197,0,0,1,0,0
1388.5553568811638,0,0,1,0,0
1388.7578303408463,0,1,1,0,0
1431.9404181672037,0,1,0,0,0
1508.6015729436958,0,0,0,0,0
1553.9708168463249,0,0,0,0,0
1554.1506697066322,0,0,0,0,0
1578.7641265926122,0,0,0,0,0
1579.2234611600923,0,0,0,0,0
1624.872140203458,0,0,0,0,0
1712.3923361295515,0,0,0,0,0
1714.8754932220052,0,0,0,0,0
1761.760206243974,0,0,0,0,0
1935.6579654903721,0,0,0,0,0
1938.3630846983149,0,0,0,0,0
1964.9959552557032,0,0,0,0,0
2008.685907497574,0,0,0,0,0
2008.7506010528402,0,0,0,0,0
2023.6664858404874,0,0,0,0,0
2049.89029873814,0,0,0,0,0
2133.870736165223,0,0,0,0,0
2135.3439162610853,0,0,0,0,0
2217.061622036891,0,0,0,0,0
2359.73577307123,0,0,0,0,0
2361.6760772065386,0,0,0,0,0
2392.9222647371353,0,0,0,0,0
2572.1818871506566,0,0,0,0,0
2572.7323899829166,0,0,0,0,0
2617.875225294586,0,0,0,0,0
2706.094010444821,0,0,0,0,0
2706.9874136642743,0,0,0,0,0
2725.6115624404674,0,0,0,0,0
2726.8106157220236,0,0,1,0,0
2736.924514308512,0,0,0,0,0
2768.507852345492,0,0,0,0,0
2879.661775249171,0,0,0,0,0
2881.7291587575064,0,0,0,0,0
2947.6780708064903,0,0,0,0,0
2950.5252819564475,0,0,0,0,0
3001.700572587589,0,0,0,0,0
3370.671989093659,0,0,0,0,0
3372.677401715989,0,0,0,0,0
3457.0998139173103,0,0,0,0,0
3603.230325816708,0,0,0,0,0
