time,system
76.6989981294286,1
84.21814594796025,1
121.71993308961248,2
124.87585168682152,2
181.0387763604133,1
343.6881521940567,2
343.99204003240135,2
355.93031465268325,3
356.57471927121014,2
443.84484883223786,1
476.5930985382106,2
479.07953160284546,2
513.3702683101658,1
580.6046675546131,2
585.097066831286,2
606.4368083438251,1
618.0452356094836,0
712.6839630367197,1
713.7842374101522,1
792.1346354959453,0
870.3133061651299,1
871.1389258911295,1
923.6602723965751,2
924.8902085369407,2
940.6346170268506,3
940.6625947343523,3
1032.3604650311884,2
1058.0502171827084,1
1105.7038154540883,0
1297.1423775687217,1
1304.18121903527,2
1305.7337068960094,2
1307.3161255791197,2
1388.5553568811638,3
1388.7578303408463,3
1431.9404181672037,2
1508.6015729436958,1
1553.9708168463249,2
1554.1506697066322,1
1578.7641265926122,2
1579.2234611600923,2
1624.872140203458,1
1712.3923361295515,2
1714.8754932220052,2
1761.760206243974,1
1935.6579654903721,2
1938.3630846983149,2
1964.9959552557032,1
2008.685907497574,2
2008.7506010528402,2
2023.6664858404874,1
2049.89029873814,0
2133.870736165223,1
2135.3439162610853,1
2217.061622036891,0
2359.73577307123,1
2361.6760772065386,1
2392.9222647371353,0
2572.1818871506566,1
2572.7323899829166,1
2617.875225294586,0
2706.094010444821,1
2706.9874136642743,1
2725.6115624404674,2
2726.8106157220236,2
2736.924514308512,1
2768.507852345492,0
2879.661775249171,1
2881.7291587575064,1
2947.6780708064903,2
2950.5252819564475,1
3001.700572587589,0
3370.671989093659,1
3372.677401715989,1
3457.0998139173103,0
3603.230325816708,1
3605.2146302731853,1
3645.7467474835794,0
3766.8373900478473,1
3766.9341219823723,1
3963.559968219832,2
3965.1311915956207,2
3981.656936303111,1
4056.39489360047,2
4057.6674715850695,2
4128.965171192495,1
4164.377170478193,2
4168.0452161508365,2
4190.087297471162,3
4190.358475670812,3
4201.082246715717,4
4201.679987569399,4
4250.807385886318,3
4286.9379048646715,2
4311.715678404015,1
4366.251095950537,0
4533.2256783895,1
4533.5821400630775,1
4538.744793241945,2
4538.761169715116,2
4632.061388506479,3
4632.286634113338,3
4635.45879725679,2
4654.8113068176945,1
4674.7682495604095,0
4694.997017385579,1
4696.254520643246,1
4783.9374801829035,0
4806.7074018697695,1
4807.015848239791,1
4853.20286412357,0
5223.2932423818675,1
5228.178912275317,1
5385.601307852249,0
5717.627398656166,1
5718.9893324400455,1
5745.857370575739,0
5813.252358231477,1
5821.012554464699,1
5957.721889557839,2
5958.916646189126,1
6028.4698687854125,2
6029.483824240367,2
6029.697668980337,1
6104.487394143979,0
6112.6821644595075,1
6113.320224362524,1
6140.532505675537,2
6142.133882584803,1
6143.919733082031,2
6145.275397660171,2
6198.364448890436,1
6210.320934662397,2
6211.216962140613,1
6301.610259283058,0
6372.644684866948,1
6372.7396185296875,1
6454.727337392599,0
6498.712757683639,1
6499.384923289529,1
6543.752809582143,2
6546.471324894092,2
6575.825844653547,3
6577.863125568308,3
6598.897475265629,2
6618.93968982917,3
6619.369100274955,3
6653.287711265052,2
6737.837474185286,1
6749.221939953243,0
6777.235986935634,1
6779.16647270894,1
6809.68355439746,0
6864.476854005455,1
6865.134570959832,1
6917.945002422181,0
7052.832141180505,1
7053.512343695635,1
7108.896166898273,2
7110.34180732111,2
7148.04257815701,1
7172.3159181291685,0
7439.282192672634,1
7441.34294625894,1
7518.581563939625,0
7645.9311364088335,1
7650.8292616747985,1
7676.946547700745,0
7838.876935986679,1
7843.870185774189,1
7853.3547246679145,2
7853.715680942068,2
7896.531335545074,3
7899.790350505943,3
7903.284424568101,2
7957.082623975083,1
8047.637415288207,2
8048.098725660536,2
8110.772449444367,3
8112.106905925213,3
8133.53433730855,2
8201.139518148982,1
8241.96391952176,0
8279.050223547016,1
8279.130571875092,1
8293.616230496762,2
8295.114301695723,2
8308.615025159232,1
8396.341608974624,0
8413.899254543983,1
8414.315838408465,1
8453.056506672276,0
8536.079712690675,1
8536.802505219972,1
8583.988168622942,2
8584.444730190913,2
8627.61686283514,1
8719.207003522726,0
8866.676696339026,1
8866.753588379273,1
8945.213798505076,2
8945.347954784342,2
9016.610829540285,1
9139.736952814153,2
9142.198167246266,2
9156.341859827655,1
9286.920285325335,0
9344.750304377947,1
9349.880423296494,1
9372.174930089494,2
9372.27291368714,2
9406.807468765015,1
9468.472160353238,0
9491.709903694278,1
9492.469238512378,1
9726.605346837825,0
9788.50079001684,1
9789.723310988791,2
9790.048333855186,2
9790.87771847136,2
9796.83217176998,3
9799.827103802098,3
9818.841406025,2
9834.218196521926,1
9904.356982759493,0
10041.861634271396,1
10042.055608286022,1
10090.710455497214,0
inf,1
