time,system
0,0
165.16480875171402,1
168.18029730989636,1
175.24513410413226,2
175.86597544993396,2
177.10611799572484,3
177.99769493198605,3
210.2573667751612,2
237.64971341658827,1
326.3355907754966,2
326.5518839902626,2
368.83022774979094,3
372.3159244486904,3
373.4708269413385,2
409.7163987983815,1
453.29526309045855,0
559.7971094074903,1
560.1648991417812,1
644.5665594613258,2
645.2509323589026,1
652.3653645888882,2
654.6172413717107,2
717.8753982757969,1
764.2163802365128,2
766.3067141910336,2
766.6441644763879,1
805.1180357397833,2
806.3627699589824,2
835.9398574073554,1
931.6400878915194,2
933.6323441862448,2
1013.9969509816233,1
1237.110817246163,2
1237.1797646737994,2
1275.8632354078222,3
1277.0732525262565,3
1278.048858120743,2
1278.2661661002887,3
1280.707491176176,3
1288.0168511607249,2
1319.8116863467358,1
1356.0931786381502,0
1420.604729687729,1
1420.7366548775358,1
1519.529564474681,0
1582.834688223004,1
1582.9961054810062,1
1585.1374806811546,2
1587.4209187462934,2
1673.3700391880473,1
1802.4035126427775,0
1936.978880704074,1
1938.6225473280444,2
1938.8879501644758,2
1938.936831307392,2
2018.4467157439226,1
2059.6438994438054,0
2138.1821969390735,1
2141.834253022785,1
2210.888033081771,0
2317.578023922441,1
2318.151205378799,1
2360.1171506240826,2
2360.5818338406166,1
2392.249372156639,0
2473.474450222156,1
2474.0185024983334,1
2578.5128357935446,0
2623.2684817184154,1
2623.8552212364734,1
2633.457256380664,2
2635.1044651461284,2
2674.0335934168647,3
2674.11423387145,2
2719.624359892522,1
2755.3234282166536,2
2756.4924473717183,2
2801.2746981750133,1
2859.0251269383757,0
2877.200478902769,1
2879.6872982055124,1
2908.851034324354,2
2909.426431973647,2
3003.3717528594366,1
3041.682926604166,0
3202.769084881287,1
3204.8252565621824,2
3206.0412161706336,2
3206.2101695856754,2
3243.483642216062,1
3270.396899578685,2
3277.228997610566,2
3278.2273379982967,1
3344.812227015347,2
3345.3874808830924,2
3374.620648496234,3
3376.677112499213,2
3419.2847598212993,1
3465.059160266112,0
3481.981868877045,1
3487.180598956143,1
3489.3496831498255,2
3490.9598993081668,2
3524.048112539328,1
3603.4881102895893,0
3798.898629518948,1
3799.078635414571,1
3856.716081296275,0
3872.1869639372494,1
3873.685942481812,1
3907.6624104091147,0
3911.7181215758233,1
3919.5977911056098,1
4098.987586177708,0
4300.855802292304,1
4301.849294031613,1
4306.499294010024,2
4306.621863671284,2
4388.693153628297,1
4448.2382618260535,0
4484.937793846313,1
4486.042302064576,1
4486.733856237892,2
4488.872534155634,2
4510.029564007237,3
4511.159389097516,3
4539.467588234114,2
4587.904100603343,1
4622.594742202871,0
4849.328088701313,1
4850.790673707858,1
4925.636954957235,2
4926.937159676,2
4987.747032342569,1
4990.73868725644,2
4990.793158962031,2
5021.223108723021,1
5021.873097985684,2
5022.880582327316,2
5063.045604033612,3
5063.364172671299,3
5122.940304587282,2
5198.3943729635575,3
5198.494897362513,2
5198.857499318138,1
5281.953367437604,2
5283.089238132726,2
5295.771007219322,1
5336.482752777512,2
5336.548680473909,2
5342.943634474628,1
5467.332709020747,0
5584.427465380261,1
5585.997259302577,1
5593.316849110717,2
5594.150106989114,2
5614.658877440673,3
5619.324250392828,3
5646.248555970037,2
5659.617699555228,3
5661.001585958791,2
5695.696874764729,1
5707.1230645689975,2
5710.120788504037,2
5778.018393070781,1
5810.5560820957235,0
5938.438839166677,1
5938.996188533167,1
6045.271296032245,2
6047.318995027989,2
6065.805136889007,1
6106.7591178293005,0
6174.645009920654,1
6174.897090696599,1
6200.190242999658,0
6387.023892003747,1
6387.219772051592,1
6412.072227675075,2
6412.6425492771605,2
6432.001792698667,3
6432.774775426197,2
6449.425944031417,3
6450.024810162193,2
6457.349683454253,3
6458.428075547738,3
6470.980516933679,4
6473.265968697564,4
6490.197006376188,3
6499.145139159345,2
6527.587838738335,1
6568.432214825573,0
6585.183609663435,1
6588.132544081408,1
6661.992870914562,0
6724.971842920039,1
6724.974506715584,1
6731.957387190398,2
6733.517812805397,2
6830.734524841158,1
6863.4497421402375,2
6863.84077425145,2
6881.522293631336,1
6905.115831991185,2
6905.395003102635,2
6934.8202278801355,3
6935.676413233291,3
6950.918221292302,2
6954.887590084817,3
6955.021250503973,3
6979.484795719176,2
6980.677123841121,1
6999.904869664797,2
7000.261988969859,2
7036.102026533202,1
7096.80899931808,0
7200.051300796408,1
7201.827249320643,1
7229.165971045573,0
7268.949592691382,1
7269.031470764841,1
7299.371105772546,2
7299.840157814114,2
7312.381563019663,3
7312.90056665878,3
7354.82999847995,2
7441.9210005666,1
7449.585275229459,0
7556.932505664611,1
7558.997562495197,1
7586.09862500941,0
7680.966380324152,1
7686.035035419715,1
7713.095081556792,2
7713.12704041946,2
7762.285411303032,1
7855.9018225697555,0
7933.046739855329,1
7934.343686515631,1
8004.627572064364,0
8335.578726613836,1
8339.396136990665,1
8384.60501935041,0
8499.708673498006,1
8502.130155673642,1
8597.363254608208,0
8713.023080142357,1
8715.69625492785,1
8780.03085437835,0
8780.6706517957,1
8783.838330619708,1
8811.353845513675,0
8871.64868735772,1
8871.917874343117,1
8928.262767281443,0
9101.65700979418,1
9104.165840138567,1
9162.326948628826,0
9505.830044566464,1
9506.365481874218,1
9588.787693152663,0
9873.38984745415,1
9876.449677210432,1
9911.279892454053,0
10111.987026656172,1
10113.657709109351,1
10206.921649724343,0
