time,hub,red,yellow,green
165.16480875171402,0,0,0,0,0
168.18029730989636,0,0,0,0,0
175.24513410413226,0,0,0,0,0
175.86597544993396,0,0,0,0,0
177.10611799572484,0,0,0,0,0
177.99769493198605,0,0,1,0,0
210.2573667751612,0,0,0,0,0
237.64971341658827,0,0,0,0,0
326.3355907754966,0,0,0,0,0
326.5518839902626,0,1,0,0,0
368.83022774979094,0,1,0,0,0
372.3159244486904,0,2,0,0,0
373.4708269413385,0,1,0,0,0
409.7163987983815,0,0,0,0,0
453.29526309045855,0,0,0,0,0
559.7971094074903,0,0,0,0,0
560.1648991417812,0,0,0,0,0
644.5665594613258,0,0,0,0,0
645.2509323589026,0,0,0,0,0
652.3653645888882,0,0,0,0,0
654.6172413717107,0,0,1,0,0
717.8753982757969,0,0,0,0,0
764.2163802365128,0,0,0,0,0
766.3067141910336,0,0,1,0,0
766.6441644763879,0,0,0,0,0
805.1180357397833,0,0,0,0,0
806.3627699589824,0,0,1,0,0
835.9398574073554,0,0,0,0,0
931.6400878915194,0,0,0,0,0
933.6323441862448,0,0,0,0,0
1013.9969509816233,0,0,0,0,0
1237.110817246163,0,0,0,0,0
1237.1797646737994,0,0,0,0,0
1275.8632354078222,0,0,0,0,0
1277.0732525262565,0,0,1,0,0
1278.048858120743,0,0,1,0,0
1278.2661661002887,0,0,1,0,0
1280.707491176176,0,0,2,0,0
1288.0168511607249,0,0,1,0,0
1319.8116863467358,0,0,0,0,0
1356.0931786381502,0,0,0,0,0
1420.604729687729,0,0,0,0,0
1420.7366548775358,0,0,0,0,0
1519.529564474681,0,0,0,0,0
1582.834688223004,0,0,0,0,0
1582.9961054810062,0,0,0,0,0
1585.1374806811546,0,0,0,0,0
1587.4209187462934,0,0,1,0,0
1673.3700391880473,0,0,0,0,0
1802.4035126427775,0,0,0,0,0
1936.978880704074,0,0,0,0,0
1938.6225473280444,0,0,0,0,0
1938.8879501644758,0,0,0,0,0
1938.936831307392,0,0,1,0,0
2018.4467157439226,0,0,0,0,0
2059.6438994438054,0,0,0,0,0
2138.1821969390735,0,0,0,0,0
2141.834253022785,0,0,0,0,0
2210.888033081771,0,0,0,0,0
2317.578023922441,0,0,0,0,0
2318.151205378799,0,0,0,0,0
2360.1171506240826,0,0,0,0,0
2360.5818338406166,0,0,0,0,0
2392.249372156639,0,0,0,0,0
2473.474450222156,0,0,0,0,0
2474.0185024983334,0,0,0,0,0
2578.5128357935446,0,0,0,0,0
2623.2684817184154,0,0,0,0,0
2623.8552212364734,0,0,0,0,0
2633.457256380664,0,0,0,0,0
2635.1044651461284,0,0,0,0,0
2674.0335934168647,0,0,0,0,0
2674.11423387145,0,0,0,0,0
2719.624359892522,0,0,0,0,0
2755.3234282166536,0,0,0,0,0
2756.4924473717183,0,0,1,0,0
2801.2746981750133,0,0,0,0,0
2859.0251269383757,0,0,0,0,0
2877.200478902769,0,0,0,0,0
2879.6872982055124,0,0,0,0,0
2908.851034324354,0,0,0,0,0
2909.426431973647,0,0,0,0,0
3003.3717528594366,0,0,0,0,0
3041.682926604166,0,0,0,0,0
3202.769084881287,0,0,0,0,0
3204.8252565621824,0,0,0,0,0
3206.0412161706336,0,0,0,0,0
3206.2101695856754,0,1,0,0,0
3243.483642216062,0,0,0,0,0
3270.396899578685,0,0,0,0,0
3277.228997610566,0,0,0,0,0
3278.2273379982967,0,0,0,0,0
3344.812227015347,0,0,0,0,0
3345.3874808830924,0,0,0,0,0
3374.620648496234,0,0,0,0,0
3376.677112499213,0,0,0,0,0
3419.2847598212993,0,0,0,0,0
3465.059160266112,0,0,0,0,0
3481.981868877045,0,0,0,0,0
3487.180598956143,0,0,0,0,0
3489.3496831498255,0,0,0,0,0
3490.9598993081668,0,0,1,0,0
3524.048112539328,0,0,0,0,0
3603.4881102895893,0,0,0,0,0
3798.898629518948,0,0,0,0,0
3799.078635414571,0,0,0,0,0
3856.716081296275,0,0,0,0,0
3872.1869639372494,0,0,0,0,0
3873.685942481812,0,0,0,0,0
3907.6624104091147,0,0,0,0,0
3911.7181215758233,0,0,0,0,0
3919.5977911056098,0,0,0,0,0
4098.987586177708,0,0,0,0,0
4300.855802292304,0,0,0,0,0
4301.849294031613,0,0,0,0,0
4306.499294010024,0,0,0,0,0
4306.621863671284,0,0,0,0,0
4388.693153628297,0,0,0,0,0
4448.2382618260535,0,0,0,0,0
4484.937793846313,0,0,0,0,0
4486.042302064576,0,0,0,0,0
4486.733856237892,0,0,0,0,0
4488.872534155634,0,0,1,0,0
4510.029564007237,0,0,1,0,0
4511.159389097516,0,0,1,0,0
4539.467588234114,0,0,0,0,0
4587.904100603343,0,0,0,0,0
4622.594742202871,0,0,0,0,0
4849.328088701313,0,0,0,0,0
4850.790673707858,0,0,0,0,0
4925.636954957235,0,0,0,0,0
4926.937159676,0,0,1,0,0
4987.747032342569,0,0,0,0,0
4990.73868725644,0,0,0,0,0
4990.793158962031,0,0,1,0,0
5021.223108723021,0,0,0,0,0
5021.873097985684,0,0,0,0,0
5022.880582327316,0,1,0,0,0
5063.045604033612,0,1,0,0,0
5063.364172671299,0,2,0,0,0
5122.940304587282,0,1,0,0,0
5198.3943729635575,0,1,0,0,0
5198.494897362513,0,0,0,0,0
5198.857499318138,0,0,0,0,0
5281.953367437604,0,0,0,0,0
5283.089238132726,0,1,0,0,0
5295.771007219322,0,0,0,0,0
5336.482752777512,0,0,0,0,0
5336.548680473909,0,0,0,0,0
5342.943634474628,0,0,0,0,0
5467.332709020747,0,0,0,0,0
5584.427465380261,0,0,0,0,0
5585.997259302577,0,0,0,0,0
5593.316849110717,0,0,0,0,0
5594.150106989114,0,1,0,0,0
5614.658877440673,0,1,0,0,0
5619.324250392828,0,1,0,0,0
5646.248555970037,0,0,0,0,0
5659.617699555228,0,0,0,0,0
5661.001585958791,0,0,0,0,0
5695.696874764729,0,0,0,0,0
5707.1230645689975,0,0,0,0,0
5710.120788504037,0,0,1,0,0
5778.018393070781,0,0,0,0,0
5810.5560820957235,0,0,0,0,0
5938.438839166677,0,0,0,0,0
5938.996188533167,0,0,0,0,0
6045.271296032245,0,0,0,0,0
6047.318995027989,0,0,1,0,0
6065.805136889007,0,0,0,0,0
6106.7591178293005,0,0,0,0,0
6174.645009920654,0,0,0,0,0
6174.897090696599,0,0,0,0,0
6200.190242999658,0,0,0,0,0
6387.023892003747,0,0,0,0,0
6387.219772051592,0,0,0,0,0
6412.072227675075,0,0,0,0,0
6412.6425492771605,0,0,0,0,0
6432.001792698667,0,0,0,0,0
6432.774775426197,0,0,0,0,0
6449.425944031417,0,0,0,0,0
6450.024810162193,0,0,0,0,0
6457.349683454253,0,0,0,0,0
6458.428075547738,0,1,0,0,0
6470.980516933679,0,1,0,0,0
6473.265968697564,0,2,0,0,0
6490.197006376188,0,1,0,0,0
6499.145139159345,0,1,0,0,0
6527.587838738335,0,0,0,0,0
6568.432214825573,0,0,0,0,0
6585.183609663435,0,0,0,0,0
6588.132544081408,0,0,0,0,0
6661.992870914562,0,0,0,0,0
6724.971842920039,0,0,0,0,0
6724.974506715584,0,0,0,0,0
6731.957387190398,0,0,0,0,0
6733.517812805397,0,0,1,0,0
6830.734524841158,0,0,0,0,0
6863.4497421402375,0,0,0,0,0
6863.84077425145,0,0,1,0,0
6881.522293631336,0,0,0,0,0
6905.115831991185,0,0,0,0,0
6905.395003102635,0,0,1,0,0
6934.8202278801355,0,0,1,0,0
6935.676413233291,0,1,1,0,0
6950.918221292302,0,1,0,0,0
6954.887590084817,0,1,0,0,0
6955.021250503973,0,1,0,0,0
6979.484795719176,0,0,0,0,0
6980.677123841121,0,0,0,0,0
6999.904869664797,0,0,0,0,0
7000.261988969859,0,0,0,0,0
7036.102026533202,0,0,0,0,0
7096.80899931808,0,0,0,0,0
7200.051300796408,0,0,0,0,0
7201.827249320643,0,0,0,0,0
7229.165971045573,0,0,0,0,0
7268.949592691382,0,0,0,0,0
7269.031470764841,0,0,0,0,0
7299.371105772546,0,0,0,0,0
7299.840157814114,0,0,0,0,0
7312.381563019663,0,0,0,0,0
7312.90056665878,0,0,1,0,0
7354.82999847995,0,0,0,0,0
7441.9210005666,0,0,0,0,0
7449.585275229459,0,0,0,0,0
7556.932505664611,0,0,0,0,0
7558.997562495197,0,0,0,0,0
7586.09862500941,0,0,0,0,0
7680.966380324152,0,0,0,0,0
7686.035035419715,0,0,0,0,0
7713.095081556792,0,0,0,0,0
7713.12704041946,0,0,1,0,0
7762.285411303032,0,0,0,0,0
7855.9018225697555,0,0,0,0,0
7933.046739855329,0,0,0,0,0
7934.343686515631,0,0,0,0,0
8004.627572064364,0,0,0,0,0
8335.578726613836,0,0,0,0,0
8339.396136990665,0,0,0,0,0
8384.60501935041,0,0,0,0,0
8499.708673498006,0,0,0,0,0
8502.130155673642,0,0,0,0,0
8597.363254608208,0,0,0,0,0
8713.023080142357,0,0,0,0,0
8715.69625492785,0,0,0,0,0
8780.03085437835,0,0,0,0,0
8780.6706517957,0,0,0,0,0
8783.838330619708,0,0,0,0,0
8811.353845513675,0,0,0,0,0
8871.64868735772,0,0,0,0,0
8871.917874343117,0,0,0,0,0
8928.262767281443,0,0,0,0,0
9101.65700979418,0,0,0,0,0
9104.165840138567,0,0,0,0,0
9162.326948628826,0,0,0,0,0
9505.830044566464,0,0,0,0,0
9506.365481874218,0,0,0,0,0
9588.787693152663,0,0,0,0,0
9873.38984745415,0,0,0,0,0
9876.449677210432,0,0,0,0,0
9911.279892454053,0,0,0,0,0
10111.987026656172,0,0,0,0,0
10113.657709109351,0,0,0,0,0
10206.921649724343,0,0,0,0,0
