time,system
0,0
12.4726939274984,1
13.780062119975877,1
92.28692916512007,0
164.8007801847184,1
166.57154697966527,1
304.0090453060637,0
877.7998653958239,1
881.7563857332115,1
920.2572831820277,0
935.9265041190159,1
936.5049958710632,1
946.903943539868,2
948.5986749567729,2
968.6945540780072,1
992.851057970266,2
992.9589364151952,2
1001.7639078911207,1
1030.2935095589135,0
1311.3103223267076,1
1313.1313646243564,1
1350.973299650217,0
1518.3061909806052,1
1519.6272773899009,1
1533.3309856690935,2
1534.4016262282046,2
1594.2720343569695,3
1598.00757331802,3
1662.4054871617072,4
1662.920799590362,4
1669.79493919318,5
1671.1768922583506,5
1722.362742639184,6
1722.5517076446106,6
1723.6528286027558,5
1755.4074839758418,4
1867.871685463936,3
1909.9156493612134,2
2103.554186332438,3
2104.8443706796393,3
2132.3924262788696,2
2177.946064147985,1
2231.415042237599,0
2532.327874936286,1
2532.4101035973326,1
2588.4751717539107,2
2592.971527386209,2
2627.1632468220105,3
2630.3737818243153,3
2733.89115362688,2
2782.2923798912248,1
2863.8185458236844,2
2865.66681138652,2
2910.7045018007507,1
3066.2412076678593,2
3067.079160271324,2
3119.7941996491713,1
3188.8854670986752,0
3224.9773720262556,1
3226.0369269681732,1
3256.272752839562,2
3257.4302089949274,2
3289.0884474879786,1
3316.6319337567675,2
3317.564899993551,2
3320.8516755982823,3
3321.1549554005583,3
3325.774000363342,2
3327.178216210795,3
3327.8649795496917,3
3356.310289482653,4
3357.299770970223,3
3412.6670937049594,2
3426.573632935819,1
3468.675583308283,2
3469.554773458,2
3504.33706721771,1
3536.5968476693724,0
3610.891946067334,1
3611.278059848939,1
3636.278059848939,0
3817.22924043131,1
3817.252399886046,1
3852.6064114629817,0
4095.2001857244977,1
4096.440930021825,1
4180.157939413569,0
4304.854106151507,1
4304.929186591458,2
4306.483694787671,2
4307.666097059116,2
4326.765344202105,3
4329.209433978415,3
4438.686681712683,2
4487.360781823561,3
4488.534385482052,3
4552.591323472946,2
4591.711318805977,1
4636.947865172276,0
4637.5911870487225,1
4638.308509598019,1
4851.864078622387,0
4961.693991892417,1
4962.325414081036,1
5053.9360866686775,0
5059.7092628036835,1
5061.787246551838,1
5099.693851621777,2
5100.782689387609,2
5133.06293844054,1
5219.599339273545,0
5249.392243458302,1
5249.40687191099,1
5265.888773959726,2
5266.827958258244,1
5281.400919697573,2
5282.1459608290015,2
5295.092627932647,1
5326.189508492934,0
5540.255608564719,1
5540.606119904541,1
5593.883343819922,2
5595.832244329887,1
5693.088700732483,0
5747.405383298408,1
5750.750774508726,2
5750.921726357365,2
5752.740886257627,2
5785.029449171614,1
5824.38519262733,0
5845.222939877178,1
5846.075615157078,1
5900.093492069984,2
5900.393364250774,2
5956.130693172341,3
5957.8397669421975,3
5963.772219490633,4
5964.753984551976,4
6033.350672177988,3
6043.595641921674,4
6045.526445950616,4
6058.732561090166,5
6059.034661197393,5
6070.414672313581,4
6101.459390690367,5
6102.085530099868,5
6136.751143228149,4
6199.650647814956,3
6220.584734598577,4
6225.365410038528,4
6329.3751005044305,3
6383.002911234234,2
6440.596023169286,1
6540.038420066118,0
6709.762427875527,1
6712.654573452055,1
6741.824818644036,0
6773.426000460023,1
6773.771446503466,1
6859.160974855699,0
7255.4199283785965,1
7256.376479530349,1
7300.5312398312335,0
7384.809766977526,1
7385.7845193127505,1
7389.4512654214805,2
7389.725802521254,2
7481.950803239552,1
7514.7710980569955,2
7515.647753082161,2
7587.862906063848,1
7646.212734271461,0
7846.648686451838,1
7848.989200528267,1
7886.333654891956,0
7987.10982580514,1
7996.073309256494,1
8045.178169856187,0
8154.090891091912,1
8154.856030358797,1
8188.356841260038,0
8345.529997540916,1
8345.807743504045,1
8392.83740689876,0
8399.133441103417,1
8399.76350059004,1
8453.316347754957,2
8457.83210159376,2
8528.931576125224,1
8608.274267641538,2
8610.993828452067,2
8636.4207809906,3
8636.821009546054,2
8676.819793186585,1
8699.520441430115,0
8776.231228693603,1
8777.2896772297,1
8803.763839161607,0
8981.752847704984,1
8986.68492052552,1
9024.487351149823,2
9024.834775537638,2
9025.484730915483,1
9052.714543491284,0
9243.251833338129,1
9243.261855675948,1
9281.52058182901,2
9282.418488137975,2
9298.039160154169,1
9333.198421818981,0
9469.517469603792,1
9470.07571456189,1
9659.035456539441,0
9733.499334863669,1
9734.77799633814,2
9734.931244000827,2
9735.581115180721,1
9750.33661130294,2
9752.898487587394,2
9769.565507115582,1
9804.060417286222,0
9924.515003710314,1
9924.901535124449,1
10015.045560636492,0
10133.166498032433,1
10133.941396990485,1
10183.297842266167,0
