Simulation,mean_queue_hub_time,mean_N_queue_hub,mean_service_hub_time,mean_response_hub_time,mean_N_centre_hub,hub_rho,mean_queue_red_time,mean_N_queue_red,mean_service_red_time,mean_response_red_time,mean_N_centre_red,red_rho,mean_queue_orange_time,mean_N_queue_orange,mean_service_orange_time,mean_response_orange_time,mean_N_centre_orange,orange_rho,mean_queue_yellow_squadra_time,mean_N_queue_yellow_squadra,mean_service_yellow_squadra_time,mean_response_yellow_squadra_time,mean_N_centre_yellow_squadra,yellow_squadra_rho,mean_queue_yellow_modulo_time,mean_N_queue_yellow_modulo,mean_service_yellow_modulo_time,mean_response_yellow_modulo_time,mean_N_centre_yellow_modulo,yellow_modulo_rho,mean_queue_green_modulo_time,mean_N_queue_green_modulo,mean_service_green_modulo_time,mean_response_green_modulo_time,mean_N_centre_green_modulo,green_modulo_rho,job_arrived,red_job_arrived,orange_job_arrived,yellow_job_arrived,green_job_arrived,job_completed_percentage,red_job_completed_percentage,orange_job_completed_percentage,yellow_job_completed_percentage,green_job_completed_percentage
1,0.0,0.0,1.5939507530011006,1.5939507530011006,0.013788243930550411,0.006894121965275206,5.673711185250636,0.007164909545671429,76.39457330814922,82.06828449339986,0.10363795684423154,0.0964730472985601,20.27394779397639,0.08992866452625033,55.507106142075244,77.4488107689627,0.3361402054554785,0.24621154092922817,0.0,0.0,119.27695329775212,139.6858106488106,0.08755137891926407,0.08755137891926407,1.9800648799677258,0.0007345151931059561,117.37665379709527,119.356718677063,0.04427598517327633,0.04354146998017037,62.52898240530983,0.11499018870907715,167.09556395990896,235.05265170154652,0.422277300910154,0.3072871122010768,1096,160,562,140,233,0.9051094890510949,1.0,0.9234875444839857,0.6714285714285714,0.9399141630901288
2,0.0005308933919665309,4.603154361480958e-06,1.4552660236243573,1.4557969170163239,0.012622605648134892,0.006309001246886705,5.615191385794223,0.008440260073811073,74.67573144822495,80.29092283401917,0.12068622843379116,0.11224596835998009,21.32310240622384,0.09446612142087622,55.87963258998636,77.88128174216754,0.34202541446534585,0.24755929304446966,0.0,0.0,111.79024170014227,118.64340801873715,0.07782591441649278,0.07782591441649278,0.0,0.0,115.80777179607928,115.80777179607928,0.041227583908419276,0.041227583908419276,53.28661566650346,0.08936998067614384,171.89102130307273,226.5886224705031,0.37765808192095407,0.28828810124481025,1096,190,560,133,212,0.9133211678832117,0.9947368421052631,0.9125,0.7368421052631579,0.9575471698113207
3,0.0,0.0,1.5593323559881929,1.5593323559881929,0.013481412231666273,0.0067407061158331364,5.640442619042618,0.008453818712058477,69.30263228200653,74.94307490104914,0.11232366176348511,0.10386984305142664,21.772550944712297,0.10081695138512907,55.18965605838821,79.09099402349948,0.35637050989692165,0.25555355851179257,0.5053313288557216,0.0003507882517604697,109.45702726425442,131.47915227801627,0.07633309341354569,0.07598230516178521,1.4646101137448568,0.0005776678226804584,125.28013399176157,126.74474410550643,0.04999034191865103,0.04941267409597057,58.45889409602354,0.08300595380751627,193.36720883012725,256.0175186423428,0.35756861620885105,0.27456266240133476,1096,190,587,138,180,0.9096715328467153,1.0,0.9267461669505963,0.6956521739130435,0.9277777777777778
4,0.0,0.0,1.435230959884972,1.435230959884972,0.01244574037449232,0.00622287018724616,6.159411901769037,0.009941634767619775,69.98431253871864,76.14372444048767,0.12290022331778085,0.11295858855016108,26.571505866238084,0.12067476139199321,53.874435577761716,79.34601286730513,0.36534605293272887,0.24467129154073564,0.0,0.0,112.96520493510617,131.66518596276984,0.06167116805995577,0.06167116805995577,1.2503454685602964,0.0005144246336457251,111.85947012098663,113.10981558954693,0.04653631888904009,0.046021894255394366,115.92115590496972,0.17976583784396757,201.0341832102475,324.557967513357,0.4915215143461416,0.311755676502174,1096,204,574,121,196,0.916058394160584,1.0,0.9181184668989547,0.71900826446281,0.9489795918367347
5,0.0,0.0,1.4946422295133381,1.4946422295133381,0.013238210870870175,0.006619105435435087,9.367703279959047,0.01317236833558977,73.12500865718883,82.49271193714787,0.11599688356510002,0.10282451522951024,28.573537248548167,0.13161953573751145,57.411084004697855,88.7899549883289,0.3960747257672144,0.26445519002970297,0.0,0.0,100.97958422646371,112.81498614219416,0.07181211905988034,0.07181211905988034,5.2196838497849445,0.002066910973594536,130.6443078560579,135.86399170584286,0.05379995866698586,0.05173304769339132,100.22879012380471,0.1733355940498026,179.50849282363635,289.5006510882482,0.48377744615772056,0.31044185210791797,1096,174,570,137,214,0.916058394160584,1.0,0.9228070175438596,0.7372262773722628,0.9485981308411215
6,0.0,0.0,1.4528651983178076,1.4528651983178076,0.012668635867702439,0.006334317933851219,4.812362680422779,0.007389407850947264,69.65294034305283,74.46530302347561,0.11434185894245535,0.10695245109150808,18.87069181466727,0.08182354715120133,55.849836699321955,78.15364931284482,0.32398911222083787,0.24216556506963652,0.0,0.0,105.37715726924871,120.03237218924282,0.06790870925487046,0.06790870925487046,1.7787122824442727,0.000849084538895282,123.09651037412051,124.87522265656479,0.05961032703000795,0.05876124249111267,50.53825260798557,0.08684962577068663,150.6681979908582,199.33378279887035,0.3457718467772378,0.2589222210065512,1096,193,545,141,216,0.9087591240875912,1.0,0.9045871559633027,0.7801418439716312,0.9259259259259259
7,0.0,0.0,1.5309975131478788,1.5309975131478788,0.013131533404576545,0.0065657667022882725,4.1772651361144115,0.005753539679071592,71.4857194970796,75.66298463319401,0.1042141138134696,0.098460574134398,22.840329861501637,0.10259936373003034,56.790128117474026,80.65499247857926,0.3577021160252491,0.2551027522952188,3.285433460546483,0.002056899470027488,80.01180811537385,106.95460563552578,0.052149603426685544,0.050092703956658054,2.9893076479202136,0.0010995092175731989,112.87465504707667,115.86396269499689,0.04261638813132509,0.041516878913751894,75.98763645965117,0.12963725702634146,187.75419065096534,255.3682826546908,0.44995171086668717,0.32031445384034574,1096,176,574,127,218,0.9215328467153284,1.0,0.9320557491289199,0.7322834645669292,0.944954128440367
8,0.00010790274330639164,9.411819439732943e-07,1.4812875430770456,1.481395445820352,0.012921475420984912,0.0064602671195204695,5.339706060536728,0.007734269218657052,74.97303253492909,80.31273859546582,0.11632856470802153,0.10859429548936447,27.13575785439714,0.1233129279789653,55.9017574274421,82.92126100971593,0.37734708558517094,0.2540341576062056,0.0,0.0,112.63578112421087,136.17954405412678,0.06902360639123709,0.06902360639123709,0.2867814253755462,0.00011639966798367946,122.24573890188718,122.53252032726273,0.04973385101430289,0.04961745134631921,59.689278147013084,0.10165778590898435,177.04306570067536,244.57254836321422,0.4031827268764625,0.30152494096747817,1096,182,571,128,214,0.9032846715328468,0.9945054945054945,0.9141856392294221,0.7109375,0.9158878504672897
9,0.0,0.0,1.502670489027813,1.502670489027813,0.013617437277307076,0.006808718638653538,5.502836993521599,0.009463919885461372,72.36368484377034,77.86652183729194,0.13391683695069043,0.12445291706522904,23.654028984392944,0.10835175782377496,57.55928501242442,83.56791203308318,0.3720129596550074,0.26366120183123243,0.0,0.0,89.22805795309327,108.1596581614093,0.06049735190596802,0.06049735190596802,0.0,0.0,122.00136219983364,122.00136219983364,0.044385225260563654,0.044385225260563654,68.77896336400781,0.11771912987845065,171.87546611892793,244.43363732348746,0.4118938212283542,0.29417469134990354,1096,208,554,126,207,0.906021897810219,1.0,0.9115523465703971,0.6825396825396826,0.9371980676328503
10,0.0,0.0,1.513327533697741,1.513327533697741,0.012551762470132281,0.006275881235066141,5.0052778292634095,0.007083224709680043,68.46383944020748,73.46911726947089,0.10396990628551787,0.09688668157583782,16.79424795876391,0.07066373304892418,58.978976952079236,76.70817649629437,0.3188245731814244,0.24816084013250017,2.146878648970395,0.0015272023182775895,108.43752418877374,128.47416813255387,0.07866525500178588,0.07713805268350829,1.32742209945117,0.000462091627248229,116.9070015804756,118.23442367992676,0.04115882751809172,0.04069673589084349,80.86822433422543,0.1297403282129911,186.9467240840007,276.2912214178605,0.4296669006174828,0.29992657240449166,1096,187,556,140,212,0.9078467153284672,1.0,0.9100719424460432,0.7285714285714285,0.9433962264150944
