Simulation,mean_queue_hub_time,mean_N_queue_hub,mean_service_hub_time,mean_response_hub_time,mean_N_centre_hub,hub_rho,mean_queue_red_time,mean_N_queue_red,mean_service_red_time,mean_response_red_time,mean_N_centre_red,red_rho,mean_queue_orange_time,mean_N_queue_orange,mean_service_orange_time,mean_response_orange_time,mean_N_centre_orange,orange_rho,mean_queue_yellow_squadra_time,mean_N_queue_yellow_squadra,mean_service_yellow_squadra_time,mean_response_yellow_squadra_time,mean_N_centre_yellow_squadra,yellow_squadra_rho,mean_queue_yellow_modulo_time,mean_N_queue_yellow_modulo,mean_service_yellow_modulo_time,mean_response_yellow_modulo_time,mean_N_centre_yellow_modulo,yellow_modulo_rho,mean_queue_green_modulo_time,mean_N_queue_green_modulo,mean_service_green_modulo_time,mean_response_green_modulo_time,mean_N_centre_green_modulo,green_modulo_rho,job_arrived,red_job_arrived,orange_job_arrived,yellow_job_arrived,green_job_arrived,job_completed_percentage,red_job_completed_percentage,orange_job_completed_percentage,yellow_job_completed_percentage,green_job_completed_percentage
43,0.0,0.0,1.468303873006312,1.468303873006312,0.013020294581372644,0.006510147290686322,11.385777271470403,0.033531916745760164,69.67739782341926,81.06317509488966,0.23873676549425243,0.2052048487484923,14.42958182198999,0.015060443706857963,57.76489565637168,72.24701817539075,0.07535082287360033,0.06029037916674237,0.0,0.0,107.88879277016663,131.7071172018898,0.06459551498077615,0.06459551498077615,0.0,0.0,109.88789422350224,109.88789422350224,0.021338083215175628,0.021338083215175628,379.0269665183991,1.5455923439048305,176.0659169505396,568.2177211973052,2.263552165500078,0.7179598215952476,1096,364,129,98,504,0.9370437956204379,1.0,0.8604651162790697,0.673469387755102,0.9642857142857143
44,0.0,0.0,1.4948968260823368,1.4948968260823368,0.012899379477498977,0.0064496897387494884,14.068158595774745,0.04297501395790177,73.7770404508709,87.84519904664563,0.2683470355742287,0.22537202161632686,16.551039044500985,0.015897620995495028,54.06413829252343,73.51010428574956,0.06782736254897953,0.051929741553484496,0.0,0.0,120.23361841063108,141.2918168503911,0.05395700288277606,0.05395700288277606,0.0,0.0,112.09094999163857,112.09094999163857,0.02206264635882002,0.02206264635882002,392.69787485025773,1.5520628840570976,176.64677062800052,575.956013205262,2.2502252980625506,0.6981624140054528,1096,388,122,82,502,0.9443430656934306,1.0,0.8524590163934426,0.7073170731707317,0.9661354581673307
45,0.0,0.0,1.4873268491424885,1.4873268491424885,0.012656908636476633,0.006328454318238317,18.106667623518412,0.05637591131176254,69.94585852784428,88.05252615136268,0.27415543866493547,0.2177795273531729,31.249019574641142,0.029601035237119058,54.04493490152757,90.07618341853836,0.08079579411864772,0.051194758881528676,1.8177180496060241,0.000832701226802694,106.69535813759131,111.16787446256777,0.04971011410972015,0.048877412882917456,0.0,0.0,110.43107312870328,110.43107312870328,0.023150785431367768,0.023150785431367768,373.2111202150161,1.405422775779388,185.18787650202466,558.9084983588806,2.102795510236549,0.697372734457161,1096,401,122,86,486,0.9425182481751825,0.9975062344139651,0.8524590163934426,0.7093023255813954,0.9629629629629629
46,0.0,0.0,1.5802592111888705,1.5802592111888705,0.013679215419767063,0.0068396077098835315,13.58363631064002,0.039909959708818964,70.94567241777933,84.52930872841934,0.2483548019408496,0.20844484223203064,24.084286098633715,0.030054753389363687,50.98548136745099,75.63436743953436,0.09367947793636473,0.06362472454700105,0.0,0.0,120.71024685025242,141.94747907950375,0.05529609159512846,0.05529609159512846,2.6756233542590686,0.0004860434762139569,124.50763803627619,127.18326139053525,0.023103623454356598,0.022617579978142642,288.746564411183,1.1037850090866248,172.68705519734448,467.7877874284937,1.7639119379691808,0.660126928882556,1096,372,158,81,484,0.9461678832116789,1.0,0.8417721518987342,0.7530864197530864,0.9731404958677686
47,0.0,0.0,1.5645022041744903,1.5645022041744903,0.013207199982521322,0.006603599991260661,11.34795339811434,0.03268986795247532,68.1641399077844,79.51209330589874,0.22904921615439797,0.19635934820192266,17.789446526945376,0.015209307327591615,51.674480207946175,76.58513884773755,0.0593890432899086,0.04417973596231699,0.0,0.0,95.80740597863145,103.67493526695073,0.03173156979679982,0.03173156979679982,0.0,0.0,115.83473612655199,115.83473612655199,0.016059622750084705,0.016059622750084705,335.3085667905372,1.4178850201735331,172.53501093188737,507.28947885567504,2.1474661632900465,0.7295811431165133,1096,374,111,61,549,0.9598540145985401,1.0,0.8198198198198198,0.819672131147541,0.9781420765027322
48,0.0,0.0,1.4387418075129552,1.4387418075129552,0.012026732258978459,0.006013366129489229,16.702474926617377,0.04993684731848389,73.54541208806057,90.24788701467794,0.2698219859313068,0.21988513861282288,29.956028777834916,0.03061563435303645,59.32532781220958,86.46872124447162,0.09124725403943951,0.060631619686403064,0.0,0.0,92.36939142093748,105.38724712145878,0.04367913172625682,0.04367913172625682,0.0,0.0,124.53299371078084,124.53299371078084,0.01519702703322643,0.01519702703322643,226.21214018025228,0.8454077281510166,168.85764473735316,398.97954513877727,1.4764682791213894,0.6310605509703728,1096,392,134,78,491,0.9534671532846716,0.9974489795918368,0.8656716417910447,0.7564102564102564,0.9755600814663951
49,0.0,0.0,1.5165161801050189,1.5165161801050189,0.013044633710658272,0.006522316855329136,9.583865260019378,0.02798065814715558,69.36536435878865,78.94922961880803,0.2304969179982703,0.2025162598511147,16.966067045990837,0.01944053985931944,60.06737033554269,82.21339187358328,0.08826863679464088,0.06882809693532144,0.6784038066952711,0.0003354309343840874,110.9467778090119,118.22611915782545,0.055192112132367126,0.05485668119798304,0.9491981921548193,0.0001638905337184778,139.99704096069604,140.94623915285086,0.024336070750338355,0.024172180216619876,330.31564684457464,1.2728725618220162,184.8273823806944,522.1358970847637,1.9851055606313976,0.7122329988093811,1096,373,146,85,491,0.9434306569343066,0.9946380697050938,0.8356164383561644,0.7294117647058823,0.9755600814663951
50,0.001467548116164649,1.2034807899002667e-05,1.4591503476444816,1.4606178957606462,0.011977975778582728,0.005982970485341863,6.4622477484539536,0.016778353401820826,72.02775321345159,78.49000096190555,0.20378868559522106,0.1870103321934002,15.624429650409013,0.0161331628758027,49.95729559970586,70.39872937890573,0.06771707376266044,0.05158391088685774,2.0883742125991445,0.0012188189096160788,104.5211466153699,121.70159749780203,0.06221954817595659,0.06100072926634051,0.0,0.0,111.94752219615883,111.94752219615883,0.022615932988733906,0.022615932988733906,337.72947195250816,1.2710809357769768,173.88678623632188,502.9148813656806,1.9255224261530246,0.6544414903760479,1096,348,139,105,503,0.9397810218978102,0.9942528735632183,0.8201438848920863,0.7619047619047619,0.974155069582505
51,0.0,0.0,1.4878462696844523,1.4878462696844523,0.012764154927220621,0.006382077463610311,13.507640184914967,0.04165807116252866,71.09279245590706,84.60043264082202,0.26091092115911746,0.2192528499965888,16.71875353912686,0.016881734204355302,58.9481950746378,79.02154664005255,0.0764045783414843,0.059522844137129,0.0,0.0,103.94694434429479,117.27086313603849,0.05614153337667532,0.05614153337667532,0.0,0.0,134.9574680896753,134.9574680896753,0.021127609920347096,0.021127609920347096,279.4473901959888,1.0565027724359268,176.32778953492584,462.7531586692236,1.7231427377277615,0.6666399652918346,1096,394,129,89,483,0.9425182481751825,1.0,0.8062015503875969,0.7640449438202247,0.9668737060041408
52,0.0011429774224839724,9.784923115646531e-06,1.4985290618606526,1.4996720392831366,0.012838552463424628,0.006414383770154491,14.365431996040906,0.04376153118866409,72.52984043648244,86.89527243252336,0.26470976826532916,0.22094823707666508,25.03887414079854,0.02307841699244904,57.645593190108855,88.08834702998324,0.07621055983311692,0.05313214284066787,0.3463602656855771,0.00019749683304298886,110.38735824810706,114.539193598844,0.06314107270434083,0.06294357587129784,0.0,0.0,115.18484145171004,115.18484145171004,0.021593139090002413,0.021593139090002413,221.87148830311716,0.8491937483773839,155.13018303764656,373.79655144859447,1.4429409784867064,0.5937472301093225,1096,390,118,97,490,0.9425182481751825,1.0,0.8135593220338984,0.7835051546391752,0.9612244897959183
