time,system
0,0
165.16480875171402,1
168.18029730989636,1
175.24513410413226,2
175.86597544993396,1
177.10611799572484,2
177.99769493198605,2
217.94304491519878,1
326.3355907754966,2
326.5518839902626,2
368.83022774979094,3
372.3159244486904,3
381.15650508137605,2
429.22103303954304,1
468.8937733313584,0
559.7971094074903,1
560.1648991417812,1
632.7893650586756,0
644.5665594613258,1
645.2509323589026,1
652.3653645888882,2
654.6172413717107,2
694.0196985594936,1
763.315391490461,0
764.2163802365128,1
766.3067141910336,1
805.1180357397833,2
806.3627699589824,2
931.6400878915194,3
933.6323441862448,3
944.3638077653015,2
995.2008942522269,1
1026.9957294382377,0
1237.110817246163,1
1237.1797646737994,1
1275.8632354078222,2
1277.0732525262565,1
1278.2661661002887,2
1280.707491176176,1
1316.9889834675905,0
1420.604729687729,1
1420.7366548775358,1
1582.834688223004,2
1582.9961054810062,1
1585.1374806811546,2
1587.4209187462934,2
1681.7890150781514,1
1769.5010149026784,0
1936.978880704074,1
1938.6225473280444,2
1938.8879501644758,2
1938.936831307392,2
2029.2618838715168,1
2138.1821969390735,2
2141.834253022785,2
2158.295357326247,1
2237.8541229056937,0
2317.578023922441,1
2318.151205378799,1
2359.348389078682,0
2360.1171506240826,1
2360.5818338406166,1
2392.249372156639,0
2473.474450222156,1
2474.0185024983334,1
2623.2684817184154,2
2623.8552212364734,2
2633.457256380664,3
2635.1044651461284,3
2674.0335934168647,4
2674.0626806381883,3
2674.11423387145,3
2719.0468794536964,2
2755.3234282166536,3
2756.4924473717183,3
2810.985874872616,2
2877.200478902769,3
2879.6872982055124,3
2884.474544046706,2
2908.851034324354,3
2909.426431973647,3
3081.3506736180407,2
3152.6374236034103,1
3202.769084881287,2
3204.8252565621824,3
3206.0412161706336,3
3206.2101695856754,2
3270.396899578685,3
3277.228997610566,3
3333.370633889239,2
3344.812227015347,3
3345.3874808830924,3
3374.620648496234,4
3376.677112499213,4
3408.5067258607805,3
3481.981868877045,4
3487.180598956143,3
3489.3496831498255,4
3490.9598993081668,4
3544.9310277195054,3
3582.373453764934,2
3608.4391058508554,1
3618.2535203340317,0
3798.898629518948,1
3799.078635414571,1
3872.1869639372494,2
3872.975914352778,1
3873.685942481812,1
3910.553456064997,0
3911.7181215758233,1
3919.5977911056098,1
3990.0735737280597,0
4300.855802292304,1
4301.849294031613,1
4306.499294010024,2
4306.621863671284,2
4381.2892917818735,1
4415.265759709177,0
4484.937793846313,1
4486.042302064576,1
4486.733856237892,2
4488.872534155634,1
4510.029564007237,2
4511.159389097516,2
4586.172505013858,1
4691.500263775374,0
4849.328088701313,1
4850.790673707858,1
4888.750449573807,0
4925.636954957235,1
4926.937159676,1
4990.73868725644,2
4990.793158962031,2
5021.873097985684,3
5022.880582327316,3
5063.045604033612,4
5063.364172671299,4
5068.55355783077,3
5091.53130710273,2
5121.9788440003085,1
5198.3943729635575,2
5198.857499318138,2
5205.105997969065,1
5230.105997969065,0
5281.953367437604,1
5283.089238132726,1
5336.482752777512,2
5336.548680473909,1
5370.024756854362,0
5584.427465380261,1
5585.997259302577,1
5593.316849110717,2
5594.150106989114,2
5611.5985110286665,1
5614.658877440673,2
5619.324250392828,1
5659.617699555228,2
5661.001585958791,2
5707.1230645689975,3
5710.120788504037,3
5721.041446257089,2
5817.954954158273,1
5868.368397162748,0
5938.438839166677,1
5938.996188533167,1
6045.271296032245,2
6047.318995027989,2
6056.0129956451565,1
6088.550684670099,0
6174.645009920654,1
6174.897090696599,1
6301.706039052439,0
6387.023892003747,1
6387.219772051592,1
6412.072227675075,2
6412.6425492771605,1
6432.001792698667,2
6432.774775426197,2
6449.425944031417,3
6450.024810162193,3
6453.596530217454,2
6457.349683454253,3
6458.428075547738,3
6470.980516933679,4
6473.265968697564,4
6493.768726431449,3
6567.6290532646035,2
6585.183609663435,3
6588.132544081408,3
6649.627478509362,2
6673.389071390178,1
6724.971842920039,2
6724.974506715584,2
6731.957387190398,3
6733.517812805397,3
6775.762275505761,2
6793.0663568123155,1
6845.158203166728,0
6863.4497421402375,1
6863.84077425145,1
6905.115831991185,2
6905.395003102635,2
6934.8202278801355,3
6935.676413233291,2
6954.887590084817,3
6955.021250503973,3
6964.2429876601645,2
6994.03967681895,1
6999.904869664797,2
7000.261988969859,2
7111.9163626443205,1
7142.0756523930895,0
7200.051300796408,1
7201.827249320643,1
7268.949592691382,2
7269.031470764841,2
7287.6257770357515,1
7299.371105772546,2
7299.840157814114,2
7312.381563019663,3
7312.90056665878,3
7358.319720010667,2
7503.144035016203,1
7556.932505664611,2
7558.997562495197,1
7653.752839244706,0
7680.966380324152,1
7686.035035419715,1
7713.095081556792,2
7713.12704041946,2
7851.133902760323,1
7853.807315751851,0
7933.046739855329,1
7934.343686515631,1
8015.570548370395,0
8335.578726613836,1
8339.396136990665,1
8499.708673498006,2
8502.130155673642,1
8703.285656941016,0
8713.023080142357,1
8715.69625492785,1
8742.797317442064,0
8780.6706517957,1
8783.838330619708,1
8835.436585131356,0
8871.64868735772,1
8871.917874343117,1
8948.168250226432,0
9101.65700979418,1
9104.165840138567,1
9294.188171520871,0
9505.830044566464,1
9506.365481874218,1
9599.981893140943,0
9873.38984745415,1
9876.449677210432,1
9921.658559570178,0
10111.987026656172,1
10113.657709109351,1
10208.890808043918,0
