time,hub,red,yellow,green
0,0,0,0,0
76.6989981294286,0,0,0,0
84.21814594796025,0,0,0,0
121.71993308961248,0,0,0,0
124.87585168682152,0,0,0,0
194.62055273649503,0,0,0,0
343.6881521940567,0,0,0,0
343.99204003240135,0,0,0,0
355.93031465268325,0,0,0,0
356.57471927121014,0,0,0,0
384.9237164677699,0,0,0,0
476.5930985382106,0,0,0,0
479.07953160284546,0,0,0,0
580.6046675546131,0,0,0,0
585.097066831286,0,0,1,0
625.9541596770714,0,0,0,0
682.8103388205352,0,0,0,0
712.6839630367197,0,0,0,0
713.7842374101522,0,0,0,0
769.9471620837439,0,0,0,0
870.3133061651299,0,0,0,0
871.1389258911295,0,0,0,0
923.6602723965751,0,0,0,0
924.8902085369407,0,0,0,0
940.6346170268506,0,0,0,0
940.6625947343523,0,0,1,0
1012.1603380979684,0,0,0,0
1060.7994023012875,0,0,0,0
1297.1423775687217,0,0,0,0
1304.18121903527,0,0,0,0
1305.7337068960094,0,0,0,0
1307.3161255791197,0,0,0,0
1341.60686228644,0,0,0,0
1388.5553568811638,0,0,0,0
1388.7578303408463,0,0,0,0
1421.7059991190438,0,0,0,0
1553.9708168463249,0,0,0,0
1554.1506697066322,0,0,0,0
1578.7641265926122,0,0,0,0
1579.2234611600923,0,0,1,0
1590.4661356046756,0,0,0,0
1712.3923361295515,0,0,0,0
1714.8754932220052,0,0,0,0
1793.2258913077983,0,0,0,0
1935.6579654903721,0,0,0,0
1938.3630846983149,0,0,0,0
2008.685907497574,0,0,0,0
2008.7506010528402,0,1,0,0
2045.8333411925626,0,0,0,0
2071.5230933440826,0,0,0,0
2133.870736165223,0,0,0,0
2135.3439162610853,0,0,0,0
2261.5506275322796,0,0,0,0
2359.73577307123,0,0,0,0
2361.6760772065386,0,0,0,0
2572.1818871506566,0,0,0,0
2572.7323899829166,0,0,0,0
2649.3935447594085,0,0,0,0
2706.094010444821,0,0,0,0
2706.9874136642743,0,0,0,0
2725.6115624404674,0,0,0,0
2726.8106157220236,0,0,0,0
2797.532086218849,0,0,0,0
2879.661775249171,0,0,0,0
2881.7291587575064,0,0,0,0
2915.9267166464224,0,0,0,0
2947.6780708064903,0,0,0,0
2950.5252819564475,0,0,0,0
2997.4099949784163,0,0,0,0
3370.671989093659,0,0,0,0
3372.677401715989,0,0,0,0
3413.817099401289,0,0,0,0
3603.230325816708,0,0,0,0
3605.2146302731853,0,0,0,0
3758.8660732164203,0,0,0,0
3766.8373900478473,0,0,0,0
3766.9341219823723,0,0,0,0
3811.195136304074,0,0,0,0
3963.559968219832,0,0,0,0
3965.1311915956207,0,0,0,0
4046.8488973714266,0,0,0,0
4056.39489360047,0,0,0,0
4057.6674715850695,0,0,0,0
4164.377170478193,0,0,0,0
4168.0452161508365,0,0,0,0
4190.087297471162,0,0,0,0
4190.358475670812,0,0,0,0
4201.082246715717,0,0,0,0
4201.679987569399,0,0,1,0
4213.188051462506,0,0,0,0
4290.936632985566,0,0,0,0
4363.295223562784,0,0,0,0
4533.2256783895,0,0,0,0
4533.5821400630775,0,0,0,0
4538.744793241945,0,0,0,0
4538.761169715116,0,0,0,0
4563.5192407073155,0,0,0,0
4587.010929740494,0,0,0,0
4632.061388506479,0,0,0,0
4632.286634113338,0,0,0,0
4694.997017385579,0,0,0,0
4696.254520643246,0,0,0,0
4727.837858680226,0,0,0,0
4806.7074018697695,0,0,0,0
4807.015848239791,0,0,0,0
4858.191138870932,0,0,0,0
5223.2932423818675,0,0,0,0
5228.178912275317,0,0,0,0
5310.941082010799,0,0,0,0
5717.627398656166,0,0,0,0
5718.9893324400455,0,0,0,0
5755.119851418399,0,0,0,0
5813.252358231477,0,0,0,0
5821.012554464699,0,0,0,0
5900.3257455505645,0,0,0,0
5957.721889557839,0,0,0,0
5958.916646189126,0,0,0,0
6028.4698687854125,0,0,0,0
6029.483824240367,0,0,0,0
6075.670840124146,0,0,0,0
6112.6821644595075,0,0,0,0
6113.320224362524,0,0,0,0
6140.188262498217,0,0,0,0
6140.532505675537,0,0,0,0
6142.133882584803,0,0,0,0
6143.919733082031,0,0,0,0
6145.275397660171,0,1,0,0
6210.320934662397,0,1,0,0
6211.216962140613,0,2,0,0
6212.914905376014,0,1,0,0
6269.145471681646,0,0,0,0
6359.538768824092,0,0,0,0
6372.644684866948,0,0,0,0
6372.7396185296875,0,0,0,0
6472.252170505787,0,0,0,0
6498.712757683639,0,0,0,0
6499.384923289529,0,0,0,0
6543.752809582143,0,0,0,0
6546.471324894092,0,0,1,0
6575.825844653547,0,0,1,0
6577.863125568308,0,0,1,0
6618.93968982917,0,0,1,0
6619.369100274955,0,0,1,0
6662.93804564206,0,0,1,0
