time,system
0,0
76.6989981294286,1
84.21814594796025,1
121.71993308961248,2
124.87585168682152,1
194.62055273649503,0
343.6881521940567,1
343.99204003240135,1
355.93031465268325,2
356.57471927121014,1
384.9237164677699,0
476.5930985382106,1
479.07953160284546,1
580.6046675546131,2
585.097066831286,2
625.9541596770714,1
682.8103388205352,0
712.6839630367197,1
713.7842374101522,1
769.9471620837439,0
870.3133061651299,1
871.1389258911295,1
923.6602723965751,2
924.8902085369407,1
940.6346170268506,2
940.6625947343523,2
1012.1603380979684,1
1060.7994023012875,0
1297.1423775687217,1
1304.18121903527,2
1305.7337068960094,2
1307.3161255791197,1
1341.60686228644,0
1388.5553568811638,1
1388.7578303408463,1
1421.7059991190438,0
1553.9708168463249,1
1554.1506697066322,1
1578.7641265926122,2
1579.2234611600923,2
1590.4661356046756,1
1712.3923361295515,2
1714.8754932220052,1
1793.2258913077983,0
1935.6579654903721,1
1938.3630846983149,1
2008.685907497574,2
2008.7506010528402,2
2045.8333411925626,1
2071.5230933440826,0
2133.870736165223,1
2135.3439162610853,1
2261.5506275322796,0
2359.73577307123,1
2361.6760772065386,1
2572.1818871506566,2
2572.7323899829166,1
2649.3935447594085,0
2706.094010444821,1
2706.9874136642743,1
2725.6115624404674,2
2726.8106157220236,1
2797.532086218849,0
2879.661775249171,1
2881.7291587575064,1
2915.9267166464224,0
2947.6780708064903,1
2950.5252819564475,1
2997.4099949784163,0
3370.671989093659,1
3372.677401715989,1
3413.817099401289,0
3603.230325816708,1
3605.2146302731853,1
3758.8660732164203,0
3766.8373900478473,1
3766.9341219823723,1
3811.195136304074,0
3963.559968219832,1
3965.1311915956207,1
4046.8488973714266,0
4056.39489360047,1
4057.6674715850695,1
4164.377170478193,2
4168.0452161508365,1
4190.087297471162,2
4190.358475670812,2
4201.082246715717,3
4201.679987569399,3
4213.188051462506,2
4290.936632985566,1
4363.295223562784,0
4533.2256783895,1
4533.5821400630775,1
4538.744793241945,2
4538.761169715116,2
4563.5192407073155,1
4587.010929740494,0
4632.061388506479,1
4632.286634113338,1
4694.997017385579,2
4696.254520643246,1
4727.837858680226,0
4806.7074018697695,1
4807.015848239791,1
4858.191138870932,0
5223.2932423818675,1
5228.178912275317,1
5310.941082010799,0
5717.627398656166,1
5718.9893324400455,1
5755.119851418399,0
5813.252358231477,1
5821.012554464699,1
5900.3257455505645,0
5957.721889557839,1
5958.916646189126,1
6028.4698687854125,2
6029.483824240367,1
6075.670840124146,0
6112.6821644595075,1
6113.320224362524,1
6140.188262498217,0
6140.532505675537,1
6142.133882584803,1
6143.919733082031,2
6145.275397660171,2
6210.320934662397,3
6211.216962140613,3
6212.914905376014,2
6269.145471681646,1
6359.538768824092,0
6372.644684866948,1
6372.7396185296875,1
6472.252170505787,0
6498.712757683639,1
6499.384923289529,1
6543.752809582143,2
6546.471324894092,2
6575.825844653547,3
6577.863125568308,3
6618.93968982917,4
6619.369100274955,3
6662.93804564206,2
6673.759336274378,1
6729.435754973722,0
6777.235986935634,1
6779.16647270894,1
6826.492081889743,0
6864.476854005455,1
6865.134570959832,1
6910.218631075844,0
7052.832141180505,1
7053.512343695635,1
7108.896166898273,2
7110.34180732111,2
7204.485166958447,1
7220.752673388233,0
7439.282192672634,1
7441.34294625894,1
7525.892709179174,0
7645.9311364088335,1
7650.8292616747985,1
7753.576642474524,0
7838.876935986679,1
7843.870185774189,1
7853.3547246679145,2
7853.715680942068,2
7896.531335545074,3
7896.680617236538,2
7899.790350505943,2
7973.919234917223,1
8033.3334737111345,0
8047.637415288207,1
8048.098725660536,1
8101.896925067518,0
8110.772449444367,1
8112.106905925213,1
8181.818373544909,0
8279.050223547016,1
8279.130571875092,1
8293.616230496762,2
8295.114301695723,2
8368.163184098861,1
8413.899254543983,2
8414.315838408465,1
8536.079712690675,2
8536.802505219972,2
8583.988168622942,3
8584.444730190913,3
8596.72033671122,2
8614.290674528627,1
8741.442454790289,0
8866.676696339026,1
8866.753588379273,1
8945.213798505076,2
8945.347954784342,1
9002.275000252863,0
9139.736952814153,1
9142.198167246266,1
9218.248264178315,0
9344.750304377947,1
9349.880423296494,1
9372.174930089494,2
9372.27291368714,2
9411.545114884717,1
9437.326469024229,0
9491.709903694278,1
9492.469238512378,1
9657.81253311984,0
9788.50079001684,1
9789.723310988791,2
9790.048333855186,2
9790.87771847136,2
9796.83217176998,3
9799.827103802098,3
9872.148349247263,2
10024.184442180633,1
10041.861634271396,2
10042.055608286022,2
10081.092779236607,1
10109.239581335067,0
