time,hub,red,yellow,green
7287.6257770357515,0,0,0,0
7299.371105772546,0,0,0,0
7299.840157814114,0,0,1,0
7312.381563019663,0,0,1,0
7312.90056665878,0,0,2,0
7358.319720010667,0,0,1,0
7503.144035016203,0,0,0,0
7556.932505664611,0,0,0,0
7558.997562495197,0,0,0,0
7653.752839244706,0,0,0,0
7680.966380324152,0,0,0,0
7686.035035419715,0,0,0,0
7713.095081556792,0,0,0,0
7713.12704041946,0,0,0,0
7851.133902760323,0,0,0,0
7853.807315751851,0,0,0,0
7933.046739855329,0,0,0,0
7934.343686515631,0,0,0,0
8015.570548370395,0,0,0,0
8335.578726613836,0,0,0,0
8339.396136990665,0,0,0,0
8499.708673498006,0,0,0,0
8502.130155673642,0,0,0,0
8703.285656941016,0,0,0,0
8713.023080142357,0,0,0,0
8715.69625492785,0,0,0,0
8742.797317442064,0,0,0,0
8780.6706517957,0,0,0,0
8783.838330619708,0,0,0,0
8835.436585131356,0,0,0,0
8871.64868735772,0,0,0,0
8871.917874343117,0,0,0,0
8948.168250226432,0,0,0,0
9101.65700979418,0,0,0,0
9104.165840138567,0,0,0,0
9294.188171520871,0,0,0,0
9505.830044566464,0,0,0,0
9506.365481874218,0,0,0,0
9599.981893140943,0,0,0,0
9873.38984745415,0,0,0,0
9876.449677210432,0,0,0,0
9921.658559570178,0,0,0,0
10111.987026656172,0,0,0,0
10113.657709109351,0,0,0,0
10208.890808043918,0,0,0,0
