time,hub,red,yellow,green
0,0,0,0,0
165.16480875171402,0,0,0,0
168.18029730989636,0,0,0,0
175.24513410413226,0,0,0,0
175.86597544993396,0,0,0,0
177.10611799572484,0,0,0,0
177.99769493198605,0,1,0,0
217.94304491519878,0,0,0,0
326.3355907754966,0,0,0,0
326.5518839902626,0,0,1,0
368.83022774979094,0,0,1,0
372.3159244486904,0,0,1,0
381.15650508137605,0,0,0,0
429.22103303954304,0,0,0,0
468.8937733313584,0,0,0,0
559.7971094074903,0,0,0,0
560.1648991417812,0,0,0,0
632.7893650586756,0,0,0,0
644.5665594613258,0,0,0,0
645.2509323589026,0,0,0,0
652.3653645888882,0,0,0,0
654.6172413717107,0,1,0,0
694.0196985594936,0,0,0,0
763.315391490461,0,0,0,0
764.2163802365128,0,0,0,0
766.3067141910336,0,0,0,0
805.1180357397833,0,0,0,0
806.3627699589824,0,1,0,0
931.6400878915194,0,1,0,0
933.6323441862448,0,2,0,0
944.3638077653015,0,1,0,0
995.2008942522269,0,0,0,0
1026.9957294382377,0,0,0,0
1237.110817246163,0,0,0,0
1237.1797646737994,0,0,0,0
1275.8632354078222,0,0,0,0
1277.0732525262565,0,0,0,0
1278.2661661002887,0,0,0,0
1280.707491176176,0,0,0,0
1316.9889834675905,0,0,0,0
1420.604729687729,0,0,0,0
1420.7366548775358,0,0,0,0
1582.834688223004,0,0,0,0
1582.9961054810062,0,0,0,0
1585.1374806811546,0,0,0,0
1587.4209187462934,0,0,1,0
1681.7890150781514,0,0,0,0
1769.5010149026784,0,0,0,0
1936.978880704074,0,0,0,0
1938.6225473280444,0,0,0,0
1938.8879501644758,0,0,0,0
1938.936831307392,0,1,0,0
2029.2618838715168,0,0,0,0
2138.1821969390735,0,0,0,0
2141.834253022785,0,1,0,0
2158.295357326247,0,0,0,0
2237.8541229056937,0,0,0,0
2317.578023922441,0,0,0,0
2318.151205378799,0,0,0,0
2359.348389078682,0,0,0,0
2360.1171506240826,0,0,0,0
2360.5818338406166,0,0,0,0
2392.249372156639,0,0,0,0
2473.474450222156,0,0,0,0
2474.0185024983334,0,0,0,0
2623.2684817184154,0,0,0,0
2623.8552212364734,0,0,1,0
2633.457256380664,0,0,1,0
2635.1044651461284,0,0,2,0
2674.0335934168647,0,0,2,0
2674.0626806381883,0,0,1,0
2674.11423387145,0,0,2,0
2719.0468794536964,0,0,1,0
2755.3234282166536,0,0,1,0
2756.4924473717183,0,0,1,0
2810.985874872616,0,0,0,0
2877.200478902769,0,0,0,0
2879.6872982055124,0,0,0,1
2884.474544046706,0,0,0,0
2908.851034324354,0,0,0,0
2909.426431973647,0,0,1,0
3081.3506736180407,0,0,1,0
3152.6374236034103,0,0,0,0
3202.769084881287,0,0,0,0
3204.8252565621824,0,0,0,0
3206.0412161706336,0,0,0,0
3206.2101695856754,0,0,0,0
3270.396899578685,0,0,0,0
3277.228997610566,0,0,1,0
3333.370633889239,0,0,0,0
3344.812227015347,0,0,0,0
3345.3874808830924,0,0,0,1
3374.620648496234,0,0,0,1
3376.677112499213,0,0,0,2
3408.5067258607805,0,0,0,1
3481.981868877045,0,0,0,1
3487.180598956143,0,0,0,1
3489.3496831498255,0,0,0,1
3490.9598993081668,0,1,0,1
3544.9310277195054,0,0,0,1
3582.373453764934,0,0,0,0
3608.4391058508554,0,0,0,0
3618.2535203340317,0,0,0,0
3798.898629518948,0,0,0,0
3799.078635414571,0,0,0,0
3872.1869639372494,0,0,0,0
3872.975914352778,0,0,0,0
3873.685942481812,0,0,0,0
3910.553456064997,0,0,0,0
3911.7181215758233,0,0,0,0
3919.5977911056098,0,0,0,0
3990.0735737280597,0,0,0,0
4300.855802292304,0,0,0,0
4301.849294031613,0,0,0,0
4306.499294010024,0,0,0,0
4306.621863671284,0,1,0,0
4381.2892917818735,0,0,0,0
4415.265759709177,0,0,0,0
4484.937793846313,0,0,0,0
4486.042302064576,0,0,0,0
4486.733856237892,0,0,0,0
4488.872534155634,0,0,0,0
4510.029564007237,0,0,0,0
4511.159389097516,0,0,0,0
4586.172505013858,0,0,0,0
4691.500263775374,0,0,0,0
4849.328088701313,0,0,0,0
4850.790673707858,0,0,0,0
4888.750449573807,0,0,0,0
4925.636954957235,0,0,0,0
4926.937159676,0,0,0,0
4990.73868725644,0,0,0,0
4990.793158962031,0,1,0,0
5021.873097985684,0,1,0,0
5022.880582327316,0,1,0,0
5063.045604033612,0,1,0,0
5063.364172671299,0,2,0,0
5068.55355783077,0,1,0,0
5091.53130710273,0,1,0,0
5121.9788440003085,0,0,0,0
5198.3943729635575,0,0,0,0
5198.857499318138,0,1,0,0
5205.105997969065,0,0,0,0
5230.105997969065,0,0,0,0
5281.953367437604,0,0,0,0
5283.089238132726,0,0,0,0
5336.482752777512,0,0,0,0
5336.548680473909,0,0,0,0
5370.024756854362,0,0,0,0
5584.427465380261,0,0,0,0
5585.997259302577,0,0,0,0
5593.316849110717,0,0,0,0
5594.150106989114,0,0,1,0
5611.5985110286665,0,0,0,0
5614.658877440673,0,0,0,0
5619.324250392828,0,0,0,0
5659.617699555228,0,0,0,0
5661.001585958791,0,0,1,0
5707.1230645689975,0,0,1,0
5710.120788504037,0,1,1,0
5721.041446257089,0,0,1,0
5817.954954158273,0,0,0,0
5868.368397162748,0,0,0,0
5938.438839166677,0,0,0,0
5938.996188533167,0,0,0,0
6045.271296032245,0,0,0,0
6047.318995027989,0,1,0,0
6056.0129956451565,0,0,0,0
6088.550684670099,0,0,0,0
6174.645009920654,0,0,0,0
6174.897090696599,0,0,0,0
6301.706039052439,0,0,0,0
6387.023892003747,0,0,0,0
6387.219772051592,0,0,0,0
6412.072227675075,0,0,0,0
6412.6425492771605,0,0,0,0
6432.001792698667,0,0,0,0
6432.774775426197,0,1,0,0
6449.425944031417,0,1,0,0
6450.024810162193,0,2,0,0
6453.596530217454,0,1,0,0
6457.349683454253,0,1,0,0
6458.428075547738,0,2,0,0
6470.980516933679,0,2,0,0
6473.265968697564,0,2,0,0
6493.768726431449,0,1,0,0
6567.6290532646035,0,0,0,0
6585.183609663435,0,0,0,0
6588.132544081408,0,0,0,1
6649.627478509362,0,0,0,0
6673.389071390178,0,0,0,0
6724.971842920039,0,0,0,0
6724.974506715584,0,0,0,0
6731.957387190398,0,0,0,0
6733.517812805397,0,1,0,0
6775.762275505761,0,0,0,0
6793.0663568123155,0,0,0,0
6845.158203166728,0,0,0,0
6863.4497421402375,0,0,0,0
6863.84077425145,0,0,0,0
6905.115831991185,0,0,0,0
6905.395003102635,0,0,1,0
6934.8202278801355,0,0,1,0
6935.676413233291,0,0,1,0
6954.887590084817,0,0,1,0
6955.021250503973,0,0,2,0
6964.2429876601645,0,0,1,0
6994.03967681895,0,0,0,0
6999.904869664797,0,0,0,0
7000.261988969859,0,0,1,0
7111.9163626443205,0,0,0,0
7142.0756523930895,0,0,0,0
7200.051300796408,0,0,0,0
7201.827249320643,0,0,0,0
7268.949592691382,0,0,0,0
7269.031470764841,0,0,1,0
