time,hub,red,yellow,green
2551.294754127667,0,2,2,0
2561.069097734869,0,2,2,0
2561.2771289709704,0,2,2,0
2573.2591174252175,0,1,2,0
2614.0195005006817,0,0,2,0
2618.8451300674747,0,0,2,0
2630.5414684665875,0,0,2,0
2630.688350435376,0,0,2,0
2664.8861655458472,0,0,1,0
2770.7938528914633,0,0,1,0
2772.634643134107,0,0,2,0
2798.529638669828,0,0,1,0
2943.83514583583,0,0,0,0
2984.1154902419867,0,0,0,0
2988.7830282736372,0,0,0,0
2988.9272525274123,0,0,0,0
2999.2067386880026,0,0,0,0
2999.8340059015636,0,0,0,0
2999.9738975940163,0,0,0,0
3012.877942813937,0,0,0,0
3013.3348246447445,0,0,0,0
3020.346111400117,0,0,0,0
3055.6848680515714,0,0,0,0
3057.2634899965874,0,1,0,0
3118.8080086232726,0,0,0,0
3155.7033195085783,0,0,0,0
3182.80695260199,0,0,0,0
3186.1630607243887,0,0,0,0
3222.082966169202,0,0,0,0
3294.4676471923854,0,0,0,0
3296.815905303061,0,0,0,0
3303.8797602716913,0,0,0,0
3304.237611449805,0,1,0,0
3418.9021617399644,0,0,0,0
3449.5766723169145,0,0,0,0
3506.0330023756246,0,0,0,0
3506.4681524658804,0,0,0,0
3520.0494250452102,0,0,0,0
3520.3530859393595,0,0,0,0
3552.458377240676,0,0,0,0
3656.5260571718777,0,0,0,0
3710.931476569249,0,0,0,0
3711.6604130762103,0,0,0,0
3747.7983460807654,0,0,0,0
3851.570109656649,0,0,0,0
3851.777775170705,0,0,0,0
3879.5185904902933,0,0,0,0
4017.6256675621107,0,0,0,0
4020.4412503031904,0,0,0,0
4025.9154807299424,0,0,0,0
4027.2910453686886,0,0,1,0
4172.640021876666,0,0,0,0
4237.030560270259,0,0,0,0
4294.379217792702,0,0,0,0
4294.573384292508,0,0,0,0
4343.464026999499,0,0,0,0
4358.445329070741,0,0,0,0
4361.842016121368,0,0,0,0
4436.245877017012,0,0,0,0
4436.788069497908,0,1,0,0
4460.201605817547,0,0,0,0
4568.442198823083,0,0,0,0
4570.038544259026,0,0,0,0
4577.6555106752385,0,0,0,0
4615.846398646812,0,0,0,0
4618.491613676846,0,0,0,0
4819.864202153612,0,0,0,0
4849.722405367218,0,0,0,0
4929.141643712795,0,0,0,0
4929.211267234023,0,0,0,0
4957.306071186479,0,0,0,0
4957.903861472157,0,1,0,0
5047.301281979793,0,1,0,0
5047.792827415802,0,1,0,0
5096.57819065499,0,0,0,0
5121.967456505468,0,0,0,0
5124.518837804225,0,1,0,0
5132.433704974484,0,1,0,0
5134.850556520334,0,1,0,1
5151.690566586354,0,0,0,1
5209.619792926926,0,0,0,0
5285.718561300664,0,0,0,0
5286.215997207641,0,0,0,0
5286.420986545996,0,0,0,0
5316.401653252653,0,0,0,0
5502.786386012351,0,0,0,0
5505.151198703211,0,0,0,0
5531.789156341441,0,0,0,0
5535.840849791175,0,0,0,0
5568.410156579733,0,0,0,0
5719.693059530328,0,0,0,0
5721.005359870187,0,0,0,0
5747.303067357176,0,0,0,0
5750.376139050552,0,0,0,0
5755.900452705701,0,0,0,0
5852.072120766843,0,0,0,0
5864.701493644926,0,0,0,0
5869.4606275122505,0,0,0,0
5964.429610480895,0,0,0,0
6003.749860022034,0,0,0,0
6003.786909451933,0,0,0,0
6076.224085107376,0,0,0,0
6077.893746741281,0,0,0,0
6129.44549970831,0,0,0,0
6209.818848486065,0,0,0,0
6210.193977693598,0,0,0,0
6280.007236197825,0,0,0,0
6282.059932680738,0,0,0,0
6327.632359080673,0,0,0,0
6450.5036659351335,0,0,0,0
6450.750733827864,0,0,0,0
6515.228655547786,0,0,0,0
6582.013985429355,0,0,0,0
6583.149476472726,0,0,0,0
6627.488974795887,0,0,0,0
6725.092189383521,0,0,0,0
6725.654959672429,0,0,0,0
6879.39770098691,0,0,0,0
6882.1166868152795,0,0,0,0
6981.164694947069,0,0,0,0
6981.52715232671,0,0,0,0
6984.9651009358895,0,0,0,0
6987.734864706809,0,1,0,0
7036.726766538539,0,0,0,0
7062.8768988800175,0,0,0,0
7175.723042049371,0,0,0,0
7176.656078091213,0,0,0,0
7239.623357571354,0,0,0,0
7323.999208980094,0,0,0,0
7324.738358928363,0,0,0,0
7350.92074187904,0,0,0,0
7352.346081816934,0,0,1,0
7386.237648132571,0,0,1,0
7386.354889306627,0,0,0,0
7389.126988061694,0,0,0,0
7467.753656968819,0,0,0,0
7467.851858092068,0,0,0,0
7497.616183858868,0,0,0,0
7500.110729970702,0,0,0,0
7505.566166454708,0,0,0,0
7510.192223243553,0,0,0,0
7533.0753212938835,0,0,0,0
7533.94678803368,0,0,0,0
7562.74888062916,0,0,0,0
7584.820642404972,0,0,0,0
7586.054180169655,0,0,0,0
7667.094935514547,0,0,0,0
7835.454920854922,0,0,0,0
7835.464883530973,0,0,0,0
7928.93754614009,0,0,0,0
8070.377347145155,0,0,0,0
8071.552657175961,0,0,0,0
8092.9838839431795,0,0,0,0
8093.9576178462985,0,1,0,0
8094.854381889953,0,1,0,0
8094.930028083082,0,2,0,0
8116.394479694938,0,1,0,0
8190.076241850923,0,0,0,0
8204.707288382546,0,0,0,0
8210.647139964527,0,0,1,0
8299.973592423254,0,0,1,0
8301.847866177317,0,0,2,0
8323.847580791495,0,0,2,0
8324.18737885637,0,0,2,0
8324.689190164267,0,1,2,0
8326.17786274127,0,2,2,0
8331.753871828292,0,1,2,0
8394.048675871576,0,0,2,0
8523.48397220227,0,0,1,0
8549.829670685418,0,0,0,0
8609.409147398646,0,0,0,0
8613.260883102055,0,0,0,0
8667.780740049706,0,0,0,0
8893.875922902509,0,0,0,0
8894.92794748511,0,0,0,0
9135.215924432201,0,0,0,0
9136.846140141737,0,0,1,0
9157.418583082173,0,0,0,0
9200.841422335885,0,0,0,0
9294.64529783605,0,0,0,0
9296.205292357012,0,0,0,0
9345.187934366939,0,0,0,0
9372.433441567735,0,0,0,0
9373.02684644671,0,0,0,0
9377.352661927136,0,0,0,0
9378.124432124681,0,0,0,0
9404.499845114035,0,0,0,0
9427.754011806737,0,0,0,0
9427.773282686874,0,0,0,0
9453.326288035109,0,0,0,0
9453.62976391623,0,0,0,0
9475.512647547292,0,0,0,0
9476.619489766796,0,0,0,1
9479.96846546414,0,0,0,0
9483.768077746621,0,0,0,0
9487.444313159252,0,0,0,0
9489.245506500194,0,0,0,0
9525.034608108153,0,0,0,0
9552.942434119206,0,0,0,0
9554.378923263173,0,0,0,0
9564.964929272675,0,0,0,0
9565.068875127476,0,0,0,0
9627.8808614789,0,0,0,0
9636.431987740254,0,0,0,0
9638.68365829436,0,0,0,0
9715.10406525485,0,0,0,0
9715.581768305245,0,1,0,0
9729.798898385527,0,0,0,0
9759.432122511525,0,0,0,0
9760.063799524696,0,0,1,0
9768.557061255522,0,0,0,0
9795.622138735112,0,0,0,0
10057.331835289582,0,0,0,0
10057.544623165875,0,0,0,0
10184.869974197278,0,0,0,0
inf,0,0,0,0
