Simulation,mean_queue_hub_time,mean_N_queue_hub,mean_service_hub_time,mean_response_hub_time,mean_N_centre_hub,hub_rho,mean_queue_red_time,mean_N_queue_red,mean_service_red_time,mean_response_red_time,mean_N_centre_red,red_rho,mean_queue_yellow_time,mean_N_queue_yellow,mean_service_yellow_time,mean_response_yellow_time,mean_N_centre_yellow,yellow_rho,mean_queue_green_time,mean_N_queue_green,mean_service_green_time,mean_response_green_time,mean_N_centre_green,green_rho
11,0.0,0.0,1.8135958447196603,1.8135958447196603,0.014573538037925842,0.007286769018962921,11.988628004980498,0.04043783255648184,46.897723450149215,58.88635145512971,0.19862459816214387,0.15818676560566203,38.788953928598254,0.09620276271973772,106.0000359955897,144.78898992418794,0.3590996773913392,0.2628969146716014,0.0,0.0,152.46527118465798,152.46527118465798,0.1512552293498591,0.1512552293498591
12,0.0,0.0,2.06880552763743,2.06880552763743,0.016624330132800777,0.008312165066400388,12.970219770010113,0.05018239791968199,75.90883404232733,88.87905381233745,0.3438772915358294,0.2936948936161474,48.850113934869526,0.09692482923585223,74.2031656618457,123.05327959671524,0.24415333253316512,0.1472285032973129,0.0,0.0,116.83363276431777,116.83363276431777,0.10431574353956945,0.10431574353956945
13,0.0,0.0,1.1575184103130558,1.1575184103130558,0.010679485333245455,0.005339742666622727,13.522794209155409,0.07110199336163062,54.61794999168663,68.14074420084204,0.3582797066115702,0.2871777132499396,38.42684489555624,0.09149248784656248,106.92361543587297,145.35046033142922,0.34607252459864096,0.2545800367520785,0.0,0.0,315.2654482259796,315.2654482259796,0.0938290024482082,0.0938290024482082
14,0.0,0.0,1.4726285332930595,1.4726285332930595,0.012417998544633935,0.006208999272316967,5.996375029070374,0.024390017479353703,71.1457484217081,77.14212345077847,0.3137725259406664,0.28938250846131275,39.29568569173598,0.077967630340746,102.48279201739305,141.77847770912905,0.28130650339112906,0.20333887305038306,0.0,0.0,199.91169043371406,199.91169043371406,0.13882756280119032,0.13882756280119032
15,0.0,0.0,1.3576324017053885,1.3576324017053885,0.00983206005203307,0.004916030026016535,10.17464181447878,0.03330983927359125,53.74630018999833,63.9209420044771,0.20926498870513335,0.17595514943154214,33.056522001526396,0.08526483849600061,112.70156365975275,145.75808566127915,0.37596331618980733,0.2906984776938067,0.0,0.0,215.0007784761016,215.0007784761016,0.12797665385482238,0.12797665385482238
16,0.0,0.0,1.4765063070307909,1.4765063070307909,0.012304219225256591,0.0061521096126282955,29.70557162316348,0.11787925247287095,70.83991360493393,100.5454852280974,0.3989900207464183,0.28111076827354736,53.89888394778061,0.10159511855236424,76.48159648690363,130.38048043468424,0.24575685796220242,0.14416173940983817,1.4707894556039112,0.0026264097421498417,162.5071966833938,163.97798613899772,0.29281783239106735,0.2901914226489175
17,0.0,0.0,1.513769681730437,1.513769681730437,0.01576843418469205,0.007884217092346026,21.62442846322704,0.11369987188006281,54.83766670799271,76.46209517121974,0.40203284167407216,0.2883329697940093,18.27823941472104,0.048959569860859926,85.34120655090182,103.61944596562286,0.27755208740791837,0.22859251754705842,0.0,0.0,144.24442304376893,144.24442304376893,0.17171955124258206,0.17171955124258206
18,0.0,0.0,1.281564533265228,1.281564533265228,0.01182395849143514,0.00591197924571757,9.27569660446743,0.04140935984137246,49.0454332916383,58.321129896105724,0.2603621870361863,0.21895282719481382,30.028595689624147,0.06851762905370588,120.1579821144107,150.18657780403484,0.34268762792587315,0.27416999887216725,0.0,0.0,113.40124963563584,113.40124963563584,0.1462516116332605,0.1462516116332605
19,0.0,0.0,1.5335645838061414,1.5335645838061414,0.012931844208682739,0.0064659221043413696,7.001017636587276,0.028476361418658565,59.73530774410038,66.73632538068766,0.2714473552190669,0.2429709938004083,33.213327674589216,0.08237432458975501,110.37500234307275,143.58833001766197,0.3561218502422172,0.2737475256524622,0.0,0.0,119.92757328799944,119.92757328799944,0.09518061372063448,0.09518061372063448
20,0.0,0.0,1.5400810702726264,1.5400810702726264,0.013750723841719879,0.0068753619208599395,19.412357523875745,0.0885881394938774,73.58346603130576,92.9958235551815,0.4243857027319791,0.33579756323810167,73.29572546872816,0.21087063874931714,83.73421745930013,157.02994292802828,0.45177265326516075,0.24090201451584362,0.0,0.0,261.95895394656065,261.95895394656065,0.12993995731476224,0.12993995731476224
21,0.0,0.0,1.621474274504683,1.621474274504683,0.014799169965717346,0.007399584982858673,22.627443249787632,0.09203622750409651,59.81168152023392,82.43912477002155,0.3353178686082226,0.24328164110412606,46.90653626566204,0.10702880298712568,87.3861802024184,134.29271646808044,0.3064218728934375,0.19939306990631184,0.0,0.0,197.34849381124462,197.34849381124462,0.2545169067010099,0.2545169067010099
22,0.0,0.0,1.6267542246223903,1.6267542246223903,0.016461203463440852,0.008230601731720426,8.779790029335759,0.05051863310530496,56.42548027088659,65.20527030022235,0.37518905529889846,0.3246704221935935,49.42714896235935,0.12749066200608564,95.41763606811399,144.84478503047333,0.3736075804357447,0.2461169184296591,0.0,0.0,248.02015463020996,248.02015463020996,0.14763104442274402,0.14763104442274402
23,0.0,0.0,1.4602549450328355,1.4602549450328355,0.011734191522585286,0.005867095761292643,13.42108199923735,0.05059534880664874,54.22579290788464,67.64687490712198,0.2550179808006583,0.20442263199400953,68.89757474754038,0.14353661405737578,69.70687188669218,138.60444663423254,0.28875926382131784,0.14522264976394203,6.399822541831479,0.009523545449153986,227.53219950478123,233.93202204661273,0.34811312804555467,0.33858958259640065
24,0.0,0.0,1.2674764502857045,1.2674764502857045,0.010059336907029402,0.005029668453514701,9.373109096420556,0.03347538963007342,66.762159028088,76.13526812450857,0.2719116718732449,0.23843628224317145,51.71655129472223,0.1282652561873071,107.30636641363579,159.02291770835802,0.3944020776496975,0.26613682146239037,0.0,0.0,176.2460428050049,176.2460428050049,0.13987781175000388,0.13987781175000388
25,0.0,0.0,1.521536880862075,1.521536880862075,0.01343420460284967,0.006717102301424835,31.245672133119932,0.13638983867631715,60.35940978703935,91.60508192015928,0.3998634528260921,0.26347361414977494,63.61770042100062,0.1704045546991088,68.4985812750411,132.1162816960417,0.3538828974001118,0.18347834270100297,0.0,0.0,190.278387914796,190.278387914796,0.1887682419789643,0.1887682419789643
26,0.0,0.0,1.6550687352660787,1.6550687352660787,0.0160909460373091,0.00804547301865455,33.59322629509418,0.15663508292355424,58.942654903010734,92.53588119810492,0.4314669063800527,0.2748318234564985,41.72128165236885,0.10347540092353386,84.26627016784124,125.9875518202101,0.3124691265382195,0.20899372561468563,0.06214823713723187,7.39859965919427e-05,217.9654374560582,218.02758569319542,0.25955664963475644,0.2594826636381645
27,0.0,0.0,1.638167784983645,1.638167784983645,0.01413894814420408,0.00706947407210204,14.094486702903467,0.0629218156379619,57.169394325780914,71.26388102868438,0.3181423260209124,0.2552205103829505,22.93147695432203,0.0682484433164346,99.20626849271055,122.13774544703257,0.3635051947828351,0.29525675146640046,0.0,0.0,142.93732007528988,142.93732007528988,0.07090144845004459,0.07090144845004459
28,0.0,0.0,1.5814661719242677,1.5814661719242677,0.014277125163205196,0.007138562581602598,9.33679154868231,0.03705076011381869,54.425734592739445,63.76252614142176,0.25302589738659426,0.21597513727277556,16.046250148840553,0.04138913728867603,70.10246781164865,86.14871796048921,0.22220899473935704,0.18081985745068105,7.086052432695396,0.011247702274119677,138.0176634505811,145.1037158832765,0.2303233585448833,0.21907565627076364
