Simulation,mean_queue_hub_time,mean_N_queue_hub,mean_service_hub_time,mean_response_hub_time,mean_N_centre_hub,hub_rho,mean_queue_red_time,mean_N_queue_red,mean_service_red_time,mean_response_red_time,mean_N_centre_red,red_rho,mean_queue_yellow_time,mean_N_queue_yellow,mean_service_yellow_time,mean_response_yellow_time,mean_N_centre_yellow,yellow_rho,mean_queue_green_squadra_time,mean_N_queue_green_squadra,mean_service_green_squadra_time,mean_response_green_squadra_time,mean_N_centre_green_squadra,green_squadra_rho,mean_queue_green_modulo_time,mean_N_queue_green_modulo,mean_service_green_modulo_time,mean_response_green_modulo_time,mean_N_centre_green_modulo,green_modulo_rho,job_arrived,red_job_arrived,yellow_job_arrived,green_job_arrived,job_completed_percentage,red_job_completed_percentage,yellow_job_completed_percentage,green_job_completed_percentage
1,0.0,0.0,1.5023925028130927,1.5023925028130927,0.013563265650395975,0.006781632825197987,19.835365491765536,0.08855073880252472,74.79846877622647,94.633834267992,0.42247247441067864,0.3339217356081539,50.76247235750912,0.13597090810047086,84.43077998589409,150.78807994361878,0.3621247830626872,0.22615387496221634,29.868398471489904,0.026668212920973128,140.4517136017731,166.34753410699918,0.15207152863684195,0.12540331571586882,7.364686696571931,0.006575613121939224,171.16080324458608,178.525489941158,0.15939775887603394,0.15282214575409472,91,45,27,18,0.8461538461538461,1.0,0.7407407407407407,0.6666666666666666
2,0.0,0.0,1.3285802572258578,1.3285802572258578,0.011994127322177882,0.005997063661088941,32.362626678997465,0.17658179239532348,69.10668227597954,101.46930895497701,0.5536519833852912,0.3770701909899677,71.86310705891525,0.19249046533638012,97.47546438907821,199.172443173044,0.4535854592356968,0.2610949938993166,0.0,0.0,141.70137208381348,239.61282768794453,0.08434605481179375,0.08434605481179375,0.0,0.0,124.64030048328085,124.64030048328085,0.03709532752478597,0.03709532752478597,91,55,27,9,0.8791208791208791,1.0,0.7037037037037037,0.6666666666666666
3,0.0,0.0,1.6913339066988684,1.6913339066988684,0.013423284973800543,0.006711642486900271,16.25066457321769,0.05803808776149175,72.02827997562811,88.2789445488458,0.3152819448173064,0.2572438570558147,59.22315500901334,0.14100751192622224,110.73899973194692,172.1378884318035,0.40467179700228634,0.2636642850760641,7.915170747197271,0.007852351931743325,87.59237811776507,150.6329499380783,0.09474955244539915,0.08689720051365582,26.808481875260743,0.02393614453148281,217.00348223941066,243.8119641146714,0.21768925367381375,0.19375310914233096,80,36,24,19,0.825,1.0,0.7083333333333334,0.6842105263157895
4,0.0,0.0,1.7023343743970951,1.7023343743970951,0.012666178380930768,0.006333089190465384,5.819405235415771,0.023670199866274465,56.46127536980188,62.280680605217654,0.2533241969061432,0.22965399703986875,33.59423846224795,0.07332075854855703,77.07678742847754,122.19137692279403,0.241543905713885,0.16822314716532796,0.0,0.0,156.26838313797643,150.37378813404177,0.15502815787497662,0.15502815787497662,0.0,0.0,72.24634752636817,72.24634752636817,0.007167296381584144,0.007167296381584144,75,41,22,11,0.8666666666666667,1.0,0.7727272727272727,0.6363636363636364
5,0.0,0.0,1.4750509197282307,1.4750509197282307,0.014487107247330837,0.007243553623665419,8.86196279534141,0.040441496883502466,63.53686301778347,72.39882581312487,0.33039146700433975,0.28994997012083723,24.37739637573995,0.06529659743501771,86.35908171509573,123.1294484714179,0.2966155663147384,0.2313189688797207,5.641442627987382,0.007835336983315807,79.57119168264008,91.0883312009007,0.11835088098698257,0.11051554400366677,1.1408731728530588,0.0012450004862483775,223.32178845516302,224.4626616280161,0.24494933312581119,0.24370433263956282,99,46,27,25,0.8484848484848485,1.0,0.7777777777777778,0.68
6,0.0,0.0,1.470750448251176,1.470750448251176,0.013569423778507873,0.006784711889253937,8.777801674386337,0.0383158009596229,68.51808000507557,77.29588167946191,0.3374026581246353,0.29908685716501243,40.57111038079466,0.13684699930029942,99.09347879928607,172.6597331802935,0.4710908762026533,0.3342438769023538,36.164861734282205,0.01793891951105268,167.13645370594546,0.0,0.1008439064683669,0.08290498695731421,0.0,0.0,150.13648013142358,150.13648013142358,0.13405042868877104,0.13405042868877104,93,44,34,14,0.7849462365591398,1.0,0.5882352941176471,0.6428571428571429
7,0.0,0.0,1.3587403474569244,1.3587403474569244,0.011996814575760543,0.005998407287880272,38.42390338026705,0.17534717812423456,76.18970977218005,114.6136131524471,0.5230383139893419,0.3476911358651074,124.43013025619574,0.33329499175766714,80.14653326123218,283.8204362286616,0.5479732058502534,0.2146782140925862,0.0,0.0,134.57320623722438,140.15769912510126,0.0801030989507288,0.0801030989507288,13.228493745114369,0.0118111551295664,147.6495665864631,160.87806033157747,0.1436411252960513,0.1318299701664849,89,46,27,15,0.8651685393258427,1.0,0.6296296296296297,0.9333333333333333
8,0.0,0.0,1.2618257443619414,1.2618257443619414,0.011141120163513173,0.005570560081756586,25.03712712476016,0.1018375210431713,63.58299802829705,88.6201251530572,0.3604588423884272,0.25862132134525584,44.67976033954686,0.15070554082783663,94.40283642758538,149.669852496923,0.46912780655580316,0.31842226572796656,54.156588575253146,0.03760874206614802,112.78101118969012,174.89025818840642,0.11592888872565503,0.07832014665950703,46.70323695550113,0.032432803441320227,180.95879925199742,227.66203620749857,0.15809863625520734,0.1256658328138871,89,41,34,14,0.8651685393258427,1.0,0.7647058823529411,0.7142857142857143
9,0.0,0.0,1.395380247738853,1.395380247738853,0.011351307570891464,0.005675653785445732,9.651733397864923,0.03447047642094615,60.34754720728568,69.9992806051506,0.24999743073268071,0.21552695431173458,13.405377845701423,0.027927870511877964,102.86379041622281,141.4719489781362,0.24222743387900883,0.21429956336713085,0.0,0.0,119.39070036262255,134.39357734395585,0.1658204171703091,0.1658204171703091,10.046708986700155,0.010963670521200565,164.9323152073212,174.97902419402138,0.19094933195776143,0.17998566143656086,82,36,21,25,0.8048780487804879,1.0,0.6666666666666666,0.64
10,0.0,0.0,1.4184534029678946,1.4184534029678946,0.012946201693754593,0.0064731008468772964,40.913743437049774,0.21512186529401173,74.46333628473279,115.37707972178256,0.6066453596482615,0.3915234943542498,148.57308173005188,0.30952725360427474,63.05856590823686,134.65836290601277,0.4408992659131015,0.13137201230882678,0.0,0.0,170.90870899076916,207.375588033417,0.11868660346581192,0.11868660346581192,30.89738077954736,0.03371737981895049,171.1364512621019,202.03383204164928,0.22047342782322837,0.18675604800427786,92,53,21,18,0.8586956521739131,1.0,0.47619047619047616,0.8888888888888888
11,0.0,0.0,1.3933175473777801,1.3933175473777801,0.010366946037037054,0.005183473018518527,20.209159213503302,0.07017069171355314,61.32692420699625,81.53608342049957,0.28311140076562347,0.21294070905207033,15.844440792969333,0.036152989904592724,95.23627239885121,116.42355648614883,0.25345797652895563,0.21730498662436287,7.084712242125875,0.006325635930469531,180.7466330403849,163.34593979283673,0.16770655828795605,0.16138092235748652,1.489824443257021,0.0011824003517912863,268.31043382415305,269.8002582674101,0.2141271891011191,0.21294478874932782,75,35,23,17,0.8666666666666667,1.0,0.8260869565217391,0.6470588235294118
12,0.0,0.0,1.5900322735409729,1.5900322735409729,0.012461562461283418,0.006230781230641709,21.06507472213422,0.08986093383450114,74.32547250472169,95.39054722685592,0.4069239613844052,0.317063027549904,62.41257366134741,0.16098481301538023,71.85002150068081,117.22115665569986,0.3463122494258664,0.1853274364104862,0.0,0.0,64.25327737733087,79.68893455328762,0.031871665365739515,0.031871665365739515,0.0,0.0,154.04068034607013,154.04068034607013,0.06112725410558339,0.06112725410558339,79,43,26,9,0.9240506329113924,1.0,0.9230769230769231,0.6666666666666666
13,0.0,0.0,1.2749877560775804,1.2749877560775804,0.012269227414635446,0.006134613707317723,6.956750010142523,0.035197842313221095,72.75054143381578,79.70729144395831,0.40328093885336047,0.3680830965401394,63.89452578179281,0.1648073085641481,86.35550202068549,207.2765224878461,0.38754967488734476,0.2227423663231967,5.01082482527313,0.004971056374278899,111.44929063698926,146.6735310066694,0.11553582883160951,0.11056477245733061,0.0,0.0,186.9272612958626,186.9272612958626,0.16689934044273444,0.16689934044273444,97,51,26,19,0.845360824742268,1.0,0.5769230769230769,0.8421052631578947
14,0.0,0.0,1.5697757490538866,1.5697757490538866,0.012302805969767565,0.006151402984883782,27.947455924030002,0.10258490765764981,80.53845502985382,108.48591095388382,0.3982121731442164,0.2956272654865666,54.17522658589776,0.17198484630443733,89.8722598124251,173.3686894976582,0.45729360761372334,0.285308761309286,0.0,0.0,175.57493456717563,126.51159807593929,0.08709074135276569,0.08709074135276569,0.0,0.0,219.34055751150603,219.34055751150603,0.08703990377440715,0.08703990377440715,79,37,32,9,0.8481012658227848,1.0,0.71875,0.7777777777777778
15,0.0,0.0,1.6959328030651604,1.6959328030651604,0.013628031453202181,0.006814015726601091,28.3589163415734,0.13785584332709291,68.99076947947053,97.34968582104393,0.47322763940785245,0.33537179608075957,34.28877974706117,0.07823828712127052,53.77513789953511,92.96154280450017,0.2009394946301304,0.12270120750885988,0.0,0.0,131.08116349887473,187.24212248902074,0.09102858576310745,0.09102858576310745,0.0,0.0,415.08736386819885,415.08736386819885,0.04117930197105147,0.04117930197105147,81,49,23,8,0.8765432098765432,1.0,0.782608695652174,0.5
16,0.0,0.0,1.4672208787993495,1.4672208787993495,0.012372398283526261,0.006186199141763131,18.494269528271616,0.09540694597917897,73.44550052940552,91.93977005767715,0.4742924645832551,0.37888551860407615,42.65827095012473,0.08887139781275986,88.80830261483341,164.35002891478644,0.27388869492699613,0.18501729711423628,21.91537740191916,0.008696578334094904,110.86258168059125,114.0254605694843,0.05268966630258349,0.04399308796848859,0.0,0.0,115.4444072881706,115.4444072881706,0.0801697272834518,0.0801697272834518,85,52,21,11,0.8705882352941177,1.0,0.6190476190476191,0.8181818181818182
17,0.0,0.0,1.4425700812996585,1.4425700812996585,0.012593865789124003,0.006296932894562002,23.42142962987666,0.10688350823158,71.9662650164592,95.38769464633586,0.4353009874733581,0.3284174792417781,33.612744612533234,0.09336873503481455,86.75160315797537,115.81879275864152,0.334345410473635,0.24097667543882045,0.0,0.0,182.24747681097264,384.56503902385356,0.10848064095891229,0.10848064095891229,0.0,0.0,146.1789790233767,146.1789790233767,0.10151317987734494,0.10151317987734494,88,46,28,13,0.875,1.0,0.7857142857142857,0.6923076923076923
